`;GTDEM10Y Govt;GTFRF10Y Govt;GTESP10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt;GTSIT10Y Govt
27.11.2017;0,34;0,672;1,468;1,779;1,252;2,329;0,038;1,864;2,524;-0,161;0,697;0,765
28.11.2017;0,338;0,669;1,455;1,773;1,252;2,329;0,035;1,838;2,494;-0,149;0,687;0,761
29.11.2017;0,383;0,708;1,479;1,786;1,337;2,389;0,025;1,88;2,47;-0,132;0,729;0,772
30.11.2017;0,366;0,68;1,438;1,741;1,329;2,411;0,034;1,886;2,499;-0,141;0,725;0,759
01.12.2017;0,304;0,606;1,411;1,711;1,231;2,362;0,03;1,906;2,534;-0,171;0,693;0,715
04.12.2017;0,342;0,648;1,407;1,711;1,285;2,373;0,036;1,922;2,544;-0,171;0,687;0,689
05.12.2017;0,318;0,621;1,408;1,7;1,256;2,352;0,041;1,892;2,599;-0,181;0,675;0,64
06.12.2017;0,294;0,609;1,427;1,72;1,228;2,339;0,05;1,853;2,508;-0,196;0,661;0,597
07.12.2017;0,292;0,607;1,401;1,671;1,252;2,364;0,05;1,852;2,513;-0,203;0,669;0,601
08.12.2017;0,305;0,629;1,396;1,646;1,278;2,377;0,045;1,858;2,529;-0,191;0,669;0,605
11.12.2017;0,291;0,62;1,408;1,649;1,201;2,389;0,045;1,859;2,558;-0,212;0,642;0,605
12.12.2017;0,312;0,64;1,456;1,7;1,222;2,402;0,042;1,864;2,519;-0,178;0,69;0,617
13.12.2017;0,312;0,656;1,492;1,79;1,215;2,343;0,045;1,84;2,523;-0,192;0,689;0,663
14.12.2017;0,31;0,644;1,442;1,787;1,173;2,35;0,045;1,853;2,555;-0,193;0,717;0,706
15.12.2017;0,299;0,627;1,453;1,807;1,15;2,354;0,04;1,832;2,523;-0,202;0,725;0,709
18.12.2017;0,307;0,627;1,429;1,797;1,147;2,395;0,037;1,855;2,531;-0,205;0,728;0,696
19.12.2017;0,376;0,702;1,478;1,905;1,204;2,465;0,037;1,931;2,575;-0,174;0,76;0,715
20.12.2017;0,403;0,73;1,466;1,929;1,25;2,498;0,054;1,988;2,633;-0,159;0,768;0,75
21.12.2017;0,415;0,732;1,456;1,897;1,261;2,484;0,056;2,027;2,665;-0,16;0,757;0,783
22.12.2017;0,418;0,735;1,463;1,906;1,239;2,482;0,043;2,022;2,711;-0,143;0,735;0,803
25.12.2017;0,418;0,735;1,463;1,906;1,239;2,482;0,035;2,022;2,711;-0,143;0,735;0,803
26.12.2017;0,418;0,735;1,463;1,906;1,239;2,477;0,044;2,022;2,711;-0,143;0,735;0,803
27.12.2017;0,379;0,713;1,454;1,913;1,17;2,412;0,051;1,974;2,691;-0,171;0,717;0,778
28.12.2017;0,42;0,762;1,511;1,95;1,195;2,431;0,05;2,028;2,667;-0,156;0,739;0,827
29.12.2017;0,423;0,78;1,558;2,005;1,188;2,406;0,043;2,041;2,63;-0,178;0,766;0,844
01.01.2018;0,423;0,78;1,558;2,005;1,188;2,406;0,043;2,041;2,63;-0,112;0,766;0,844
02.01.2018;0,464;0,819;1,603;2,089;1,286;2,464;0,043;2,078;2,69;-0,112;0,789;0,861
03.01.2018;0,438;0,794;1,584;2,059;1,213;2,448;0,043;2,048;2,718;-0,131;0,765;0,908
04.01.2018;0,432;0,784;1,532;2,009;1,233;2,453;0,052;2,08;2,68;-0,123;0,768;0,862
05.01.2018;0,436;0,793;1,511;2;1,244;2,477;0,055;2,152;2,638;-0,127;0,746;0,814
08.01.2018;0,429;0,786;1,474;1,979;1,236;2,481;0,055;2,154;2,651;-0,122;0,74;0,788
09.01.2018;0,464;0,815;1,505;2,029;1,282;2,554;0,066;2,201;2,673;-0,101;0,767;0,813
10.01.2018;0,54;0,811;1,542;2,032;1,286;2,558;0,08;2,161;2,719;-0,076;0,82;0,963
11.01.2018;0,579;0,86;1,528;2,043;1,308;2,538;0,064;2,164;2,734;-0,023;0,856;1,005
12.01.2018;0,577;0,849;1,492;1,976;1,338;2,548;0,073;2,171;2,753;-0,016;0,85;1,012
15.01.2018;0,584;0,858;1,523;1,995;1,322;2,548;0,072;2,187;2,771;-0,01;0,842;1,017
16.01.2018;0,559;0,834;1,491;1,962;1,303;2,538;0,076;2,17;2,774;-0,022;0,822;1,004
17.01.2018;0,56;0,837;1,494;1,994;1,307;2,591;0,082;2,201;2,789;-0,033;0,847;1,016
18.01.2018;0,57;0,846;1,484;1,982;1,329;2,627;0,078;2,22;2,812;-0,025;0,86;1,039
19.01.2018;0,566;0,84;1,436;1,955;1,337;2,66;0,079;2,237;2,866;-0,022;0,859;1,041
22.01.2018;0,565;0,841;1,386;1,916;1,358;2,651;0,074;2,236;2,862;0,005;0,878;1,041
23.01.2018;0,559;0,839;1,352;1,882;1,352;2,614;0,068;2,226;2,831;0,008;0,853;1,038
24.01.2018;0,586;0,857;1,352;1,902;1,406;2,647;0,077;2,262;2,826;0,028;0,857;1,037
25.01.2018;0,609;0,883;1,405;1,957;1,412;2,618;0,08;2,241;2,846;0,039;0,88;1,06
26.01.2018;0,626;0,909;1,403;2,001;1,444;2,661;0,072;2,259;2,846;0,047;0,9;1,061
29.01.2018;0,691;0,967;1,413;2,02;1,453;2,695;0,081;2,277;2,852;0,09;0,944;1,132
30.01.2018;0,68;0,96;1,403;2,025;1,46;2,721;0,089;2,292;2,861;0,086;0,927;1,14
31.01.2018;0,695;0,966;1,422;2,024;1,51;2,706;0,08;2,286;2,813;0,083;0,914;1,148
01.02.2018;0,718;0,974;1,402;1,959;1,53;2,791;0,094;2,362;2,803;0,098;0,941;1,163
02.02.2018;0,765;1,016;1,464;2,042;1,576;2,842;0,08;2,36;2,83;0,144;0,983;1,189
05.02.2018;0,733;0,993;1,452;2,02;1,557;2,707;0,079;2,289;2,936;0,136;0,963;1,181
06.02.2018;0,69;0,954;1,419;1,982;1,52;2,803;0,072;2,362;2,822;0,104;0,923;1,174
07.02.2018;0,742;0,982;1,408;1,944;1,55;2,837;0,07;2,371;2,843;0,14;0,927;1,184
08.02.2018;0,759;0,994;1,444;1,988;1,616;2,825;0,076;2,372;2,889;0,171;0,961;1,208
09.02.2018;0,741;0,982;1,473;2,042;1,57;2,852;0,061;2,349;2,862;0,152;0,931;1,227
12.02.2018;0,753;0,993;1,475;2,031;1,601;2,859;0,061;2,339;2,912;0,17;0,937;1,261
13.02.2018;0,747;0,994;1,518;2,079;1,618;2,83;0,066;2,323;2,876;0,167;0,935;1,287
14.02.2018;0,754;0,993;1,508;2,06;1,64;2,903;0,06;2,37;2,851;0,159;0,953;1,317
15.02.2018;0,761;1,005;1,502;2,061;1,645;2,91;0,062;2,374;2,921;0,157;0,954;1,296
16.02.2018;0,704;0,95;1,455;1,981;1,581;2,876;0,054;2,315;2,924;0,13;0,917;1,245
19.02.2018;0,732;0,99;1,498;2,037;1,601;2,876;0,057;2,315;2,887;0,146;0,924;1,259
20.02.2018;0,732;0,999;1,524;2,065;1,585;2,89;0,061;2,32;2,901;0,142;0,887;1,286
21.02.2018;0,719;0,986;1,507;2,045;1,554;2,951;0,051;2,35;2,862;0,125;0,864;1,278
22.02.2018;0,703;0,978;1,512;2,07;1,545;2,922;0,051;2,298;2,873;0,114;0,852;1,277
23.02.2018;0,65;0,93;1,588;2,061;1,521;2,868;0,048;2,244;2,848;0,085;0,808;1,247
26.02.2018;0,65;0,931;1,547;2,012;1,509;2,863;0,042;2,251;2,777;0,071;0,817;1,246
27.02.2018;0,676;0,946;1,556;2;1,56;2,894;0,04;2,272;2,757;0,084;0,825;1,274
28.02.2018;0,653;0,916;1,531;1,97;1,5;2,862;0,048;2,233;2,808;0,066;0,802;1,297
01.03.2018;0,641;0,907;1,498;1,943;1,466;2,809;0,038;2,173;2,752;0,046;0,778;1,294
02.03.2018;0,648;0,918;1,536;1,962;1,473;2,865;0,063;2,198;2,734;0,049;0,788;1,294
05.03.2018;0,64;0,904;1,489;1,997;1,495;2,882;0,036;2,192;2,744;0,044;0,792;1,277
06.03.2018;0,672;0,926;1,479;1,992;1,52;2,887;0,05;2,23;2,822;0,083;0,828;1,268
07.03.2018;0,653;0,897;1,44;1,951;1,493;2,884;0,045;2,235;2,794;0,079;0,816;1,23
08.03.2018;0,625;0,861;1,4;1,98;1,473;2,858;0,048;2,223;2,804;0,071;0,809;1,221
09.03.2018;0,644;0,889;1,429;2,005;1,492;2,895;0,048;2,267;2,783;0,084;0,801;1,224
12.03.2018;0,63;0,87;1,394;1,998;1,494;2,869;0,048;2,236;2,818;0,075;0,779;1,212
13.03.2018;0,617;0,861;1,388;1,988;1,486;2,843;0,048;2,202;2,804;0,085;0,786;1,208
14.03.2018;0,59;0,835;1,389;2,008;1,436;2,818;0,045;2,157;2,738;0,074;0,765;1,186
15.03.2018;0,574;0,82;1,371;1,981;1,438;2,829;0,041;2,141;2,705;0,068;0,754;1,183
16.03.2018;0,568;0,814;1,364;1,976;1,429;2,845;0,033;2,135;2,692;0,055;0,734;1,183
19.03.2018;0,567;0,815;1,331;1,96;1,444;2,856;0,038;2,166;2,704;0,05;0,746;1,189
20.03.2018;0,582;0,823;1,3;1,893;1,485;2,897;0,038;2,209;2,7;0,06;0,762;1,171
21.03.2018;0,59;0,827;1,325;1,927;1,526;2,884;0,038;2,255;2,698;0,062;0,779;1,165
22.03.2018;0,527;0,767;1,281;1,882;1,439;2,825;0,033;2,174;2,7;0,026;0,721;1,107
23.03.2018;0,524;0,756;1,26;1,872;1,444;2,814;0,018;2,191;2,651;0,035;0,728;1,1
26.03.2018;0,521;0,755;1,251;1,908;1,439;2,853;0,019;2,23;2,662;0,047;0,734;1,075
27.03.2018;0,501;0,729;1,228;1,869;1,419;2,776;0,033;2,142;2,654;0,024;0,718;1,02
28.03.2018;0,5;0,728;1,204;1,837;1,365;2,782;0,031;2,119;2,589;0,012;0,696;0,986
29.03.2018;0,494;0,718;1,155;1,782;1,349;2,74;0,035;2,088;2,601;0,001;0,678;0,981
30.03.2018;0,494;0,718;1,155;1,782;1,349;2,74;0,044;2,088;2,601;0,001;0,678;0,981
02.04.2018;0,494;0,718;1,155;1,782;1,349;2,731;0,04;2,112;2,601;0,001;0,678;0,981
03.04.2018;0,499;0,728;1,182;1,79;1,358;2,776;0,023;2,145;2,606;-0,005;0,675;0,966
04.04.2018;0,498;0,72;1,157;1,738;1,367;2,804;0,026;2,172;2,632;-0,035;0,672;0,968
05.04.2018;0,522;0,754;1,224;1,788;1,416;2,833;0,04;2,177;2,665;-0,009;0,699;0,992
06.04.2018;0,495;0,733;1,223;1,782;1,394;2,774;0,041;2,139;2,656;-0,022;0,684;0,995
09.04.2018;0,503;0,737;1,229;1,767;1,406;2,78;0,032;2,136;2,673;-0,026;0,682;0,999
10.04.2018;0,513;0,752;1,253;1,792;1,406;2,802;0,03;2,18;2,704;-0,021;0,682;1,005
11.04.2018;0,497;0,737;1,263;1,799;1,388;2,782;0,027;2,199;2,678;-0,026;0,672;1,003
12.04.2018;0,513;0,749;1,246;1,809;1,454;2,837;0,032;2,281;2,663;-0,01;0,649;1,02
13.04.2018;0,509;0,738;1,23;1,793;1,433;2,828;0,033;2,239;2,736;-0,01;0,655;1,028
16.04.2018;0,523;0,749;1,236;1,798;1,462;2,828;0,04;2,271;2,745;0,006;0,669;1,042
17.04.2018;0,505;0,727;1,213;1,755;1,435;2,829;0,037;2,244;2,763;0,006;0,652;1,043
18.04.2018;0,529;0,746;1,21;1,712;1,414;2,874;0,033;2,284;2,748;0,022;0,661;1,054
19.04.2018;0,598;0,818;1,276;1,776;1,519;2,911;0,038;2,318;2,783;0,088;0,735;1,098
20.04.2018;0,588;0,807;1,272;1,773;1,478;2,961;0,055;2,333;2,807;0,096;0,743;1,105
23.04.2018;0,634;0,844;1,305;1,79;1,538;2,976;0,059;2,35;2,865;0,107;0,779;1,132
24.04.2018;0,629;0,844;1,291;1,763;1,538;3;0,05;2,351;2,838;0,119;0,782;1,126
25.04.2018;0,631;0,852;1,294;1,773;1,539;3,027;0,061;2,369;2,838;0,133;0,784;1,137
26.04.2018;0,591;0,814;1,262;1,744;1,503;2,982;0,054;2,348;2,862;0,094;0,738;1,121
27.04.2018;0,569;0,793;1,255;1,738;1,444;2,958;0,05;2,321;2,823;0,064;0,709;1,095
30.04.2018;0,557;0,784;1,274;1,782;1,417;2,954;0,05;2,304;2,769;0,061;0,705;1,096
01.05.2018;0,557;0,784;1,274;1,782;1,404;2,965;0,036;2,338;2,756;0,061;0,705;1,096
02.05.2018;0,579;0,8;1,303;1,785;1,456;2,967;0,04;2,359;2,795;0,06;0,699;1,096
03.05.2018;0,53;0,758;1,246;1,735;1,389;2,947;0,04;2,324;2,81;0,019;0,657;1,055
04.05.2018;0,542;0,779;1,291;1,793;1,398;2,951;0,04;2,328;2,77;0,019;0,674;1,052
07.05.2018;0,529;0,765;1,266;1,757;1,398;2,951;0,04;2,325;2,755;0,012;0,665;1,038
08.05.2018;0,56;0,804;1,314;1,862;1,443;2,977;0,046;2,35;2,739;0,026;0,692;1,057
09.05.2018;0,557;0,793;1,296;1,878;1,456;3,005;0,048;2,391;2,78;0,03;0,716;1,055
10.05.2018;0,555;0,795;1,305;1,93;1,429;2,963;0,047;2,395;2,774;0,03;0,726;1,05
11.05.2018;0,557;0,784;1,264;1,867;1,441;2,971;0,04;2,374;2,78;0,045;0,718;1,042
14.05.2018;0,609;0,834;1,325;1,924;1,47;3,003;0,045;2,423;2,771;0,078;0,751;1,061
15.05.2018;0,643;0,86;1,35;1,95;1,516;3,073;0,052;2,482;2,829;0,097;0,765;1,094
16.05.2018;0,604;0,841;1,405;2,112;1,501;3,097;0,051;2,499;2,882;0,084;0,733;1,086
17.05.2018;0,637;0,868;1,402;2,111;1,562;3,112;0,057;2,518;2,922;0,115;0,736;1,114
18.05.2018;0,577;0,828;1,433;2,223;1,499;3,057;0,056;2,484;2,902;0,073;0,716;1,105
21.05.2018;0,521;0,814;1,499;2,38;1,474;3,061;0,051;2,484;2,888;0,073;0,679;1,093
22.05.2018;0,558;0,83;1,449;2,323;1,522;3,061;0,048;2,483;2,864;0,072;0,693;1,102
23.05.2018;0,505;0,805;1,437;2,395;1,438;2,994;0,041;2,44;2,839;0,027;0,652;1,105
24.05.2018;0,47;0,756;1,385;2,391;1,4;2,978;0,044;2,41;2,805;0,015;0,621;1,104
25.05.2018;0,403;0,708;1,454;2,451;1,321;2,932;0,035;2,346;2,786;-0,028;0,519;1,104
28.05.2018;0,341;0,693;1,513;2,671;1,321;2,932;0,038;2,302;2,753;-0,09;0,48;1,096
29.05.2018;0,257;0,648;1,599;3,148;1,194;2,782;0,028;2,189;2,685;-0,152;0,442;1,11
30.05.2018;0,369;0,685;1,516;2,879;1,255;2,856;0,029;2,264;2,646;-0,093;0,483;1,143
31.05.2018;0,338;0,664;1,487;2,771;1,228;2,859;0,032;2,242;2,67;-0,094;0,471;1,124
01.06.2018;0,382;0,704;1,427;2,664;1,277;2,903;0,043;2,246;2,702;-0,086;0,519;1,127
04.06.2018;0,416;0,723;1,317;2,518;1,296;2,943;0,046;2,276;2,731;-0,062;0,551;1,157
05.06.2018;0,366;0,692;1,386;2,777;1,282;2,929;0,047;2,252;2,725;-0,068;0,536;1,147
06.06.2018;0,462;0,8;1,486;2,922;1,373;2,973;0,047;2,306;2,761;-0,009;0,566;1,188
07.06.2018;0,481;0,824;1,457;3,045;1,398;2,921;0,047;2,282;2,842;0,026;0,638;1,196
