`;GTDEM10Y Govt;GTFRF10Y Govt;GTESP10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt;GTSIT10Y Govt
17.08.2021;-0,472;-0,125;0,227;0,572;0,561;1,263;0,007;1,152;1,1375;-0,401;0,097;-0,149
18.08.2021;-0,483;-0,135;0,217;0,55;0,565;1,26;0,014;1,152;1,14;-0,396;0,076;-0,16
19.08.2021;-0,491;-0,145;0,218;0,561;0,538;1,244;0,012;1,127;1,0827;-0,41;0,063;-0,166
20.08.2021;-0,496;-0,15;0,21;0,545;0,522;1,256;0,007;1,139;1,0785;-0,415;0,054;-0,172
23.08.2021;-0,482;-0,135;0,23;0,58;0,534;1,253;0,015;1,164;1,096;-0,405;0,07;-0,159
24.08.2021;-0,479;-0,131;0,234;0,569;0,537;1,296;0,012;1,188;1,1505;-0,407;0,074;-0,153
25.08.2021;-0,423;-0,069;0,302;0,662;0,596;1,342;0,018;1,246;1,1575;-0,367;0,122;-0,094
26.08.2021;-0,408;-0,053;0,313;0,669;0,6;1,351;0,02;1,236;1,1875;-0,369;0,153;-0,075
27.08.2021;-0,425;-0,07;0,293;0,631;0,577;1,309;0,022;1,202;1,19;-0,366;0,148;-0,091
30.08.2021;-0,441;-0,087;0,275;0,609;0,577;1,281;0,017;1,182;1,16;-0,367;0,142;-0,107
31.08.2021;-0,385;-0,032;0,337;0,708;0,713;1,31;0,02;1,214;1,155;-0,347;0,159;-0,055
01.09.2021;-0,375;-0,027;0,336;0,69;0,692;1,295;0,026;1,178;1,2425;-0,338;0,184;-0,048
02.09.2021;-0,386;-0,037;0,313;0,668;0,68;1,284;0,032;1,155;1,205;-0,357;0,169;-0,065
03.09.2021;-0,363;-0,019;0,335;0,705;0,716;1,324;0,037;1,187;1,2225;-0,344;0,198;-0,042
06.09.2021;-0,368;-0,028;0,316;0,689;0,693;1,324;0,046;1,187;1,2575;-0,339;0,201;-0,05
07.09.2021;-0,323;0,024;0,367;0,753;0,736;1,374;0,039;1,23;1,2575;-0,263;0,239;0,028
08.09.2021;-0,324;0,018;0,365;0,751;0,743;1,339;0,039;1,204;1,2975;-0,278;0,228;0,027
09.09.2021;-0,362;-0,036;0,302;0,669;0,736;1,299;0,038;1,171;1,27;-0,32;0,186;-0,022
10.09.2021;-0,332;-0,001;0,332;0,7;0,758;1,344;0,042;1,236;1,2225;-0,294;0,194;0,016
13.09.2021;-0,332;-0,002;0,328;0,686;0,744;1,328;0,045;1,217;1,2725;-0,289;0,205;0,033
14.09.2021;-0,341;-0,017;0,305;0,646;0,737;1,285;0,046;1,171;1,2525;-0,292;0,234;0,029
15.09.2021;-0,307;0,025;0,344;0,701;0,776;1,301;0,032;1,217;1,2075;-0,272;0,251;0,07
16.09.2021;-0,303;0,025;0,338;0,694;0,816;1,339;0,048;1,233;1,2625;-0,248;0,275;0,078
17.09.2021;-0,281;0,047;0,354;0,723;0,845;1,364;0,048;1,282;1,3025;-0,213;0,305;0,096
20.09.2021;-0,321;0,021;0,333;0,714;0,793;1,312;0,048;1,225;1,3025;-0,254;0,266;0,07
21.09.2021;-0,318;0,018;0,324;0,695;0,806;1,324;0,038;1,226;1,27;-0,267;0,231;0,069
22.09.2021;-0,325;0,009;0,311;0,663;0,798;1,303;0,035;1,211;1,255;-0,278;0,239;0,065
23.09.2021;-0,259;0,073;0,374;0,72;0,906;1,432;0,035;1,343;1,26;-0,212;0,294;0,128
24.09.2021;-0,229;0,111;0,408;0,78;0,924;1,453;0,055;1,375;1,405;-0,175;0,322;0,169
27.09.2021;-0,224;0,118;0,41;0,793;0,951;1,488;0,056;1,409;1,41;-0,166;0,327;0,173
28.09.2021;-0,2;0,148;0,441;0,854;0,993;1,539;0,08;1,501;1,48;-0,162;0,37;0,203
29.09.2021;-0,214;0,135;0,437;0,823;0,99;1,518;0,072;1,508;1,485;-0,194;0,352;0,177
30.09.2021;-0,2;0,153;0,459;0,857;1,021;1,488;0,066;1,508;1,49;-0,183;0,382;0,178
01.10.2021;-0,226;0,122;0,422;0,811;1,001;1,462;0,054;1,467;1,49;-0,198;0,347;0,144
04.10.2021;-0,215;0,134;0,435;0,829;1,01;1,48;0,048;1,481;1,49;-0,189;0,372;0,16
05.10.2021;-0,189;0,159;0,458;0,859;1,083;1,527;0,055;1,535;1,515;-0,163;0,376;0,185
06.10.2021;-0,183;0,168;0,469;0,891;1,07;1,521;0,08;1,505;1,61;-0,155;0,364;0,194
07.10.2021;-0,186;0,157;0,46;0,855;1,077;1,574;0,068;1,563;1,585;-0,153;0,352;0,188
08.10.2021;-0,152;0,19;0,488;0,876;1,157;1,614;0,082;1,624;1,6375;-0,122;0,376;0,212
11.10.2021;-0,122;0,216;0,509;0,915;1,188;1,614;0,087;1,624;1,7175;-0,079;0,397;0,241
12.10.2021;-0,087;0,245;0,532;0,925;1,147;1,579;0,088;1,619;1,7225;-0,064;0,401;0,266
13.10.2021;-0,129;0,205;0,493;0,903;1,086;1,538;0,088;1,603;1,69;-0,116;0,358;0,229
14.10.2021;-0,192;0,143;0,435;0,832;1,041;1,512;0,077;1,532;1,6275;-0,164;0,306;0,175
15.10.2021;-0,169;0,172;0,457;0,868;1,103;1,572;0,077;1,584;1,6525;-0,143;0,333;0,204
18.10.2021;-0,149;0,194;0,487;0,899;1,135;1,602;0,089;1,587;1,7425;-0,111;0,364;0,226
19.10.2021;-0,107;0,237;0,527;0,947;1,167;1,639;0,083;1,627;1,725;-0,095;0,393;0,27
20.10.2021;-0,127;0,211;0,503;0,913;1,146;1,658;0,089;1,64;1,8075;-0,1;0,37;0,239
21.10.2021;-0,103;0,232;0,523;0,94;1,2;1,703;0,085;1,695;1,79;-0,07;0,393;0,264
22.10.2021;-0,107;0,232;0,527;0,998;1,143;1,634;0,093;1,65;1,8;-0,064;0,4;0,265
25.10.2021;-0,116;0,22;0,509;0,964;1,139;1,633;0,101;1,651;1,7875;-0,08;0,385;0,253
26.10.2021;-0,119;0,224;0,522;0,995;1,107;1,609;0,103;1,628;1,805;-0,096;0,37;0,258
27.10.2021;-0,18;0,166;0,47;0,943;0,983;1,543;0,096;1,614;1,8113;-0,154;0,296;0,224
28.10.2021;-0,137;0,213;0,515;1,05;1,005;1,581;0,087;1,67;1,8438;-0,125;0,336;0,28
29.10.2021;-0,107;0,268;0,608;1,168;1,032;1,555;0,094;1,721;2,0875;-0,057;0,357;0,359
01.11.2021;-0,104;0,271;0,63;1,212;1,059;1,557;0,093;1,747;1,905;-0,041;0,325;0,344
02.11.2021;-0,166;0,186;0,529;1,071;1,035;1,551;0,073;1,722;1,89;-0,129;0,264;0,262
03.11.2021;-0,17;0,178;0,52;1,047;1,071;1,605;0,073;1,731;1,8525;-0,127;0,275;0,253
04.11.2021;-0,227;0,114;0,459;0,932;0,937;1,529;0,069;1,654;1,8325;-0,176;0,261;0,188
05.11.2021;-0,283;0,06;0,399;0,875;0,843;1,454;0,055;1,588;1,8125;-0,235;0,217;0,133
08.11.2021;-0,245;0,097;0,431;0,893;0,854;1,491;0,056;1,628;1,7525;-0,217;0,222;0,166
09.11.2021;-0,3;0,042;0,38;0,84;0,823;1,438;0,06;1,591;1,7813;-0,248;0,209;0,118
10.11.2021;-0,25;0,111;0,457;0,935;0,922;1,552;0,059;1,683;1,7325;-0,19;0,245;0,195
11.11.2021;-0,233;0,125;0,468;0,961;0,919;1,552;0,065;1,683;1,8125;-0,14;0,285;0,218
12.11.2021;-0,26;0,096;0,458;0,953;0,911;1,564;0,071;1,668;1,795;-0,171;0,258;0,193
15.11.2021;-0,23;0,126;0,504;0,994;0,962;1,616;0,063;1,722;1,7663;-0,146;0,285;0,219
16.11.2021;-0,244;0,109;0,475;0,969;0,988;1,635;0,071;1,783;1,8325;-0,145;0,304;0,202
17.11.2021;-0,248;0,109;0,485;0,974;0,961;1,59;0,074;1,691;1,86;-0,15;0,308;0,212
18.11.2021;-0,277;0,068;0,436;0,919;0,923;1,586;0,074;1,695;1,795;-0,179;0,268;0,193
19.11.2021;-0,344;0,002;0,381;0,862;0,877;1,549;0,075;1,657;1,81;-0,228;0,199;0,133
22.11.2021;-0,303;0,05;0,415;0,955;0,932;1,625;0,071;1,761;1,7925;-0,209;0,219;0,19
23.11.2021;-0,222;0,136;0,511;1,06;0,995;1,668;0,071;1,805;1,8675;-0,167;0,269;0,269
24.11.2021;-0,23;0,137;0,522;1,073;0,995;1,637;0,079;1,779;1,86;-0,157;0,282;0,282
25.11.2021;-0,253;0,113;0,506;1,054;0,966;1,637;0,081;1,758;1,87;-0,175;0,254;0,263
26.11.2021;-0,338;0,033;0,426;0,972;0,822;1,476;0,071;1,603;1,7375;-0,256;0,171;0,19
29.11.2021;-0,319;0,043;0,42;0,976;0,859;1,501;0,07;1,615;1,7425;-0,227;0,19;0,201
30.11.2021;-0,351;0,009;0,397;0,968;0,807;1,447;0,053;1,567;1,69;-0,259;0,13;0,182
01.12.2021;-0,345;0,019;0,425;1,009;0,819;1,405;0,061;1,494;1,73;-0,272;0,147;0,198
02.12.2021;-0,372;-0,012;0,378;0,953;0,81;1,446;0,058;1,505;1,68;-0,306;0,086;0,178
03.12.2021;-0,391;-0,033;0,345;0,914;0,746;1,345;0,048;1,437;1,61;-0,313;0,084;0,151
06.12.2021;-0,391;-0,036;0,333;0,877;0,731;1,436;0,04;1,523;1,5825;-0,329;0,071;0,156
07.12.2021;-0,377;-0,026;0,331;0,92;0,727;1,476;0,051;1,579;1,6475;-0,318;0,064;0,17
08.12.2021;-0,315;0,044;0,412;1,025;0,774;1,523;0,046;1,591;1,62;-0,287;0,096;0,236
09.12.2021;-0,356;-0,002;0,374;0,995;0,754;1,501;0,043;1,51;1,6775;-0,32;0,057;0,2
10.12.2021;-0,349;0;0,355;0,963;0,739;1,485;0,05;1,464;1,635;-0,331;0,074;0,197
13.12.2021;-0,384;-0,035;0,308;0,907;0,695;1,417;0,048;1,392;1,6025;-0,345;0,063;0,156
14.12.2021;-0,371;-0,02;0,33;0,932;0,722;1,443;0,048;1,429;1,5413;-0,319;0,085;0,171
15.12.2021;-0,364;-0,016;0,347;0,917;0,733;1,459;0,048;1,407;1,56;-0,304;0,09;0,179
16.12.2021;-0,352;0,006;0,385;0,973;0,755;1,412;0,043;1,338;1,5663;-0,296;0,11;0,2
17.12.2021;-0,382;-0,03;0,333;0,894;0,756;1,404;0,044;1,321;1,5863;-0,314;0,099;0,172
20.12.2021;-0,371;-0,017;0,359;0,929;0,77;1,425;0,038;1,39;1,54;-0,322;0,098;0,183
21.12.2021;-0,309;0,057;0,44;1,005;0,871;1,463;0,049;1,439;1,5987;-0,245;0,136;0,255
22.12.2021;-0,295;0,074;0,457;1,048;0,883;1,453;0,057;1,417;1,5838;-0,23;0,154;0,271
23.12.2021;-0,253;0,118;0,505;1,111;0,919;1,494;0,06;1,435;1,5913;-0,204;0,177;0,314
24.12.2021;-0,253;0,119;0,505;1,111;0,92;1,494;0,061;1,462;1,5775;-0,205;0,177;0,314
27.12.2021;-0,246;0,126;0,511;1,12;0,92;1,478;0,056;1,462;1,5775;-0,211;0,188;0,323
28.12.2021;-0,24;0,127;0,508;1,094;0,92;1,483;0,056;1,462;1,5775;-0,206;0,196;0,326
29.12.2021;-0,188;0,191;0,562;1,153;1,011;1,552;0,057;1,482;1,5313;-0,162;0,227;0,39
30.12.2021;-0,182;0,194;0,563;1,17;0,975;1,511;0,065;1,447;1,6288;-0,152;0,22;0,388
31.12.2021;-0,182;0,195;0,563;1,17;0,968;1,512;0,065;1,424;1,67;-0,153;0,22;0,388
03.01.2022;-0,122;0,244;0,594;1,204;0,968;1,63;0,065;1,424;1,67;-0,123;0,279;0,434
04.01.2022;-0,124;0,233;0,588;1,214;1,083;1,649;0,083;1,584;1,7475;-0,102;0,295;0,398
05.01.2022;-0,086;0,229;0,595;1,234;1,086;1,707;0,082;1,638;1,785;-0,076;0,302;0,364
06.01.2022;-0,063;0,261;0,621;1,271;1,155;1,723;0,121;1,699;1,865;-0,045;0,302;0,386
07.01.2022;-0,045;0,285;0,646;1,312;1,177;1,764;0,136;1,718;1,855;-0,009;0,364;0,411
10.01.2022;-0,036;0,284;0,644;1,285;1,189;1,761;0,136;1,711;1,9188;0,007;0,401;0,403
11.01.2022;-0,029;0,347;0,65;1,306;1,168;1,737;0,148;1,709;1,8938;0,019;0,413;0,404
12.01.2022;-0,061;0,321;0,625;1,262;1,137;1,745;0,127;1,73;1,8513;-0,039;0,375;0,344
13.01.2022;-0,092;0,288;0,585;1,216;1,104;1,706;0,128;1,702;1,86;-0,027;0,35;0,313
14.01.2022;-0,048;0,332;0,636;1,271;1,148;1,787;0,137;1,771;1,8513;0,003;0,357;0,36
17.01.2022;-0,027;0,355;0,656;1,292;1,185;1,787;0,143;1,798;1,9188;0,021;0,361;0,375
18.01.2022;-0,02;0,368;0,669;1,315;1,216;1,875;0,139;1,89;1,9475;0,025;0,367;0,386
19.01.2022;-0,014;0,38;0,683;1,337;1,255;1,866;0,14;1,876;1,9975;0,033;0,378;0,452
20.01.2022;-0,027;0,363;0,661;1,301;1,224;1,806;0,143;1,834;1,9925;0,019;0,354;0,443
21.01.2022;-0,067;0,332;0,636;1,287;1,169;1,76;0,132;1,789;1,9175;-0,003;0,31;0,42
24.01.2022;-0,109;0,305;0,622;1,282;1,125;1,772;0,137;1,81;1,9375;-0,025;0,29;0,412
25.01.2022;-0,082;0,331;0,646;1,288;1,163;1,771;0,137;1,803;1,945;-0,012;0,292;0,443
26.01.2022;-0,076;0,336;0,669;1,326;1,196;1,866;0,138;1,84;1,945;-0,002;0,297;0,451
27.01.2022;-0,06;0,344;0,666;1,285;1,227;1,801;0,156;1,775;2,0225;0,003;0,324;0,472
28.01.2022;-0,047;0,367;0,696;1,281;1,242;1,772;0,168;1,758;1,94;0,018;0,343;0,493
31.01.2022;0,009;0,424;0,745;1,293;1,301;1,778;0,174;1,77;1,895;0,068;0,383;0,556
01.02.2022;0,034;0,451;0,776;1,412;1,298;1,789;0,177;1,79;1,9025;0,079;0,406;0,585
02.02.2022;0,038;0,45;0,783;1,428;1,255;1,777;0,177;1,756;1,9125;0,09;0,424;0,579
03.02.2022;0,139;0,575;0,937;1,641;1,366;1,832;0,173;1,799;1,8675;0,176;0,521;0,67
04.02.2022;0,203;0,643;1,034;1,744;1,409;1,911;0,194;1,853;1,96;0,246;0,595;0,733
07.02.2022;0,225;0,665;1,077;1,78;1,407;1,917;0,194;1,836;1,995;0,266;0,656;0,764
08.02.2022;0,263;0,718;1,124;1,846;1,488;1,965;0,214;1,855;2,12;0,326;0,69;0,81
09.02.2022;0,21;0,663;1,062;1,75;1,428;1,942;0,207;1,844;2,105;0,255;0,659;0,756
10.02.2022;0,281;0,746;1,169;1,889;1,523;2,032;0,228;1,94;2,105;0,307;0,665;0,849
11.02.2022;0,294;0,765;1,214;1,951;1,543;1,941;0,228;1,851;2,21;0,297;0,657;0,874
14.02.2022;0,281;0,76;1,295;1,969;1,588;1,989;0,213;1,905;2,1375;0,289;0,634;0,881
15.02.2022;0,306;0,777;1,304;1,956;1,581;2,045;0,214;1,969;2,1875;0,32;0,662;0,897
16.02.2022;0,274;0,748;1,27;1,909;1,523;2,04;0,213;1,951;2,2325;0,273;0,602;0,925
17.02.2022;0,229;0,702;1,214;1,834;1,462;1,963;0,22;1,916;2,2075;0,242;0,569;0,87
18.02.2022;0,19;0,684;1,201;1,837;1,377;1,931;0,211;1,875;2,2475;0,243;0,579;0,842
21.02.2022;0,205;0,715;1,241;1,909;1,407;1,931;0,208;1,875;2,22;0,223;0,599;0,874
22.02.2022;0,241;0,733;1,261;1,922;1,47;1,941;0,193;1,92;2,2;0,242;0,666;0,902
23.02.2022;0,226;0,731;1,259;1,939;1,478;1,992;0,193;1,974;2,27;0,258;0,67;0,908
24.02.2022;0,169;0,662;1,177;1,814;1,446;1,966;0,195;1,917;2,1575;0,234;0,568;0,839
25.02.2022;0,229;0,704;1,211;1,833;1,456;1,964;0,208;1,898;2,2325;0,296;0,611;0,891
28.02.2022;0,132;0,604;1,114;1,705;1,408;1,827;0,187;1,811;2,1375;0,232;0,534;0,808
01.03.2022;-0,076;0,362;0,857;1,4;1,126;1,73;0,173;1,709;2,1875;0,061;0,38;0,563
02.03.2022;0,023;0,481;0,996;1,552;1,257;1,879;0,134;1,817;2,075;0,131;0,393;0,696
03.03.2022;0,016;0,492;1;1,569;1,298;1,842;0,173;1,777;2,165;0,167;0,471;0,729
04.03.2022;-0,073;0,431;0,966;1,535;1,207;1,733;0,158;1,667;2,15;0,143;0,415;0,727
07.03.2022;-0,019;0,469;1,003;1,593;1,303;1,776;0,143;1,723;2,1363;0,154;0,461;0,788
08.03.2022;0,109;0,556;1,051;1,594;1,445;1,848;0,156;1,815;2,2313;0,214;0,558;0,891
09.03.2022;0,213;0,658;1,141;1,677;1,525;1,955;0,161;1,9;2,3163;0,268;0,628;1,028
10.03.2022;0,27;0,743;1,265;1,9;1,522;1,99;0,19;1,935;2,3663;0,321;0,67;1,173
11.03.2022;0,246;0,719;1,236;1,848;1,489;1,995;0,182;1,992;2,3987;0,32;0,678;1,18
14.03.2022;0,365;0,832;1,345;1,961;1,593;2,135;0,194;2,156;2,4538;0,394;0,787;1,33
15.03.2022;0,33;0,804;1,313;1,896;1,574;2,146;0,201;2,189;2,52;0,366;0,771;1,304
16.03.2022;0,389;0,846;1,334;1,893;1,628;2,188;0,208;2,178;2,4975;0,409;0,844;1,336
17.03.2022;0,382;0,833;1,326;1,901;1,562;2,173;0,201;2,182;2,5088;0,378;0,845;1,319
18.03.2022;0,37;0,827;1,316;1,89;1,495;2,152;0,203;2,19;2,5775;0,354;0,842;1,207
21.03.2022;0,467;0,924;1,408;2,007;1,637;2,292;0,203;2,325;2,5825;0,427;0,922;1,267
22.03.2022;0,502;0,958;1,418;2,021;1,707;2,384;0,21;2,415;2,7225;0,463;1,016;1,262
23.03.2022;0,464;0,923;1,368;1,982;1,625;2,294;0,223;2,31;2,775;0,45;1,052;1,205
24.03.2022;0,529;0,979;1,411;2,051;1,645;2,374;0,224;2,393;2,7675;0,48;1,14;1,26
25.03.2022;0,584;1,012;1,442;2,08;1,694;2,477;0,234;2,544;2,7775;0,531;1,181;1,306
28.03.2022;0,576;1,002;1,449;2,104;1,616;2,461;0,247;2,508;2,9025;0,566;1,211;1,3
29.03.2022;0,63;1,049;1,494;2,113;1,641;2,397;0,248;2,479;2,8975;0,658;1,269;1,35
30.03.2022;0,643;1,073;1,54;2,127;1,664;2,352;0,222;2,438;2,7925;0,677;1,31;1,411
31.03.2022;0,545;0,978;1,434;2,037;1,609;2,341;0,21;2,403;2,84;0,572;1,197;1,31
01.04.2022;0,553;1,02;1,47;2,091;1,607;2,385;0,219;2,432;2,8275;0,582;1,18;1,341
04.04.2022;0,503;1,001;1,449;2,068;1,546;2,398;0,21;2,438;2,8325;0,52;1,124;1,332
05.04.2022;0,612;1,15;1,597;2,26;1,652;2,549;0,213;2,514;2,855;0,605;1,212;1,466
06.04.2022;0,645;1,181;1,635;2,299;1,702;2,6;0,24;2,513;2,9313;0,652;1,341;1,499
07.04.2022;0,679;1,226;1,662;2,333;1,728;2,66;0,226;2,577;2,9138;0,684;1,372;1,643
08.04.2022;0,704;1,259;1,701;2,396;1,748;2,705;0,225;2,634;2,9638;0,69;1,419;1,678
11.04.2022;0,814;1,315;1,751;2,463;1,846;2,782;0,236;2,692;3,0088;0,786;1,522;1,733
12.04.2022;0,788;1,295;1,709;2,406;1,802;2,724;0,241;2,643;3,0813;0,822;1,502;1,721
13.04.2022;0,764;1,261;1,7;2,372;1,798;2,702;0,237;2,636;3,0738;0,784;1,467;1,679
14.04.2022;0,839;1,33;1,777;2,481;1,888;2,829;0,226;2,759;2,97;0,822;1,513;1,778
15.04.2022;0,839;1,33;1,777;2,481;1,888;2,829;0,238;2,759;2,97;0,822;1,513;1,778
18.04.2022;0,839;1,33;1,777;2,481;1,888;2,856;0,241;2,784;2,97;0,822;1,513;1,778
19.04.2022;0,908;1,379;1,842;2,543;1,966;2,939;0,243;2,822;3,065;0,914;1,6;1,829
20.04.2022;0,854;1,332;1,799;2,507;1,914;2,835;0,249;2,818;3,1088;0,851;1,562;1,778
21.04.2022;0,945;1,402;1,896;2,604;2,011;2,912;0,247;2,885;3,0813;0,861;1,6;1,849
22.04.2022;0,969;1,42;1,934;2,669;1,961;2,902;0,246;2,866;3,13;0,872;1,62;1,883
25.04.2022;0,835;1,31;1,821;2,575;1,839;2,823;0,241;2,796;3,13;0,804;1,539;1,8
26.04.2022;0,812;1,313;1,797;2,554;1,795;2,723;0,239;2,708;3,1037;0,765;1,505;1,789
27.04.2022;0,799;1,302;1,791;2,571;1,81;2,834;0,241;2,798;3,055;0,769;1,504;1,779
28.04.2022;0,898;1,399;1,899;2,711;1,875;2,825;0,221;2,786;3,0813;0,855;1,636;1,881
29.04.2022;0,937;1,457;1,972;2,773;1,904;2,937;0,221;2,864;3,125;0,842;1,706;1,925
02.05.2022;0,965;1,491;2,012;2,859;1,904;2,985;0,225;2,939;3,26;0,869;1,773;1,953
03.05.2022;0,963;1,481;2,022;2,88;1,957;2,975;0,225;2,955;3,3963;0,813;1,815;1,958
04.05.2022;0,969;1,499;2,065;2,955;1,965;2,937;0,225;2,921;3,5413;0,829;1,914;1,981
05.05.2022;1,042;1,572;2,145;3,037;1,963;3,04;0,225;3,021;3,39;0,869;1,944;2,053
06.05.2022;1,129;1,655;2,233;3,134;1,994;3,131;0,238;3,125;3,47;0,986;2,02;2,164
09.05.2022;1,093;1,631;2,212;3,148;1,954;3,037;0,242;3,019;3,5625;0,964;2,033;2,175
10.05.2022;0,998;1,533;2,1;2,998;1,846;2,994;0,242;3,002;3,565;0,916;1,943;2,063
11.05.2022;0,983;1,497;2,025;2,894;1,824;2,927;0,242;3,001;3,505;0,864;1,964;2,03
12.05.2022;0,837;1,357;1,876;2,71;1,659;2,851;0,242;2,908;3,4263;0,682;1,796;1,891
13.05.2022;0,944;1,458;1,999;2,849;1,742;2,921;0,241;2,958;3,4025;0,738;1,799;1,963
16.05.2022;0,935;1,443;1,995;2,84;1,729;2,885;0,24;2,92;3,3838;0,711;1,824;1,972
17.05.2022;1,043;1,548;2,113;2,958;1,879;2,988;0,241;3,026;3,405;0,782;1,903;2,053
18.05.2022;1,027;1,526;2,1;2,959;1,863;2,887;0,239;2,944;3,46;0,725;1,85;2,03
19.05.2022;0,947;1,452;2,035;2,899;1,863;2,84;0,239;2,881;3,3825;0,682;1,743;1,952
20.05.2022;0,941;1,468;2,077;2,996;1,892;2,783;0,238;2,833;3,3125;0,671;1,738;1,963
23.05.2022;1,014;1,537;2,131;3,03;1,969;2,853;0,235;2,833;3,3275;0,705;1,714;2,02
24.05.2022;0,965;1,495;2,082;2,974;1,886;2,753;0,231;2,807;3,3175;0,669;1,666;1,983
25.05.2022;0,949;1,481;2,056;2,95;1,908;2,747;0,208;2,773;3,24;0,696;1,64;1,955
26.05.2022;0,996;1,511;2,053;2,892;1,967;2,75;0,234;2,794;3,2025;0,696;1,64;1,991
27.05.2022;0,96;1,477;2,036;2,896;1,916;2,74;0,228;2,788;3,255;0,712;1,573;1,951
30.05.2022;1,053;1,562;2,127;2,994;1,988;2,74;0,231;2,824;3,255;0,785;1,514;2,03
31.05.2022;1,12;1,636;2,221;3,115;2,1;2,847;0,235;2,89;3,3513;0,859;1,583;2,1
01.06.2022;1,184;1,703;2,299;3,2;2,154;2,909;0,232;2,975;3,4188;0,9;1,661;2,169
02.06.2022;1,234;1,757;2,372;3,296;2,154;2,91;0,238;2,998;3,5;0,953;1,734;2,214
03.06.2022;1,27;1,799;2,433;3,397;2,154;2,937;0,231;3,062;3,4838;1;1,798;2,231
06.06.2022;1,319;1,839;2,475;3,409;2,246;3,042;0,239;3,191;3,4838;1;1,798;2,296
07.06.2022;1,29;1,804;2,4;3,287;2,213;2,976;0,243;3,184;3,5575;0,989;1,852;2,231
08.06.2022;1,351;1,874;2,478;3,37;2,245;3,023;0,244;3,267;3,5463;1,022;1,886;2,278
09.06.2022;1,426;1,977;2,616;3,596;2,322;3,044;0,245;3,23;3,6063;1,059;1,903;2,397
10.06.2022;1,514;2,093;2,773;3,758;2,445;3,158;0,247;3,346;3,6738;1,105;1,872;2,518
13.06.2022;1,629;2,248;2,989;4,021;2,527;3,365;0,251;3,515;3,6738;1,259;1,921;2,675
14.06.2022;1,751;2,387;3,11;4,171;2,585;3,476;0,239;3,62;3,955;1,4;2,043;2,827
15.06.2022;1,639;2,222;2,88;3,807;2,465;3,288;0,246;3,457;4,2;1,309;2,012;2,653
16.06.2022;1,71;2,259;2,882;3,741;2,515;3,198;0,253;3,374;3,9925;1,404;2,095;2,708
17.06.2022;1,657;2,199;2,74;3,582;2,496;3,228;0,223;3,403;4,13;1,362;1,969;2,611
20.06.2022;1,745;2,315;2,838;3,697;2,602;3,228;0,234;3,458;4,0688;1,414;1,852;2,736
21.06.2022;1,767;2,332;2,844;3,688;2,652;3,278;0,232;3,5;4,0638;1,415;1,897;2,77
22.06.2022;1,633;2,174;2,704;3,536;2,497;3,16;0,238;3,415;3,9863;1,345;1,845;2,6
23.06.2022;1,425;1,966;2,511;3,377;2,314;3,091;0,229;3,302;3,8525;1,19;1,74;2,396
24.06.2022;1,437;1,968;2,544;3,437;2,3;3,135;0,225;3,323;3,7188;1,239;1,74;2,403
27.06.2022;1,544;2,076;2,649;3,51;2,391;3,203;0,237;3,38;3,775;1,319;1,812;2,509
28.06.2022;1,624;2,172;2,719;3,551;2,463;3,174;0,232;3,335;3,7375;1,351;1,878;2,6
29.06.2022;1,517;2,066;2,585;3,392;2,382;3,092;0,228;3,303;3,6938;1,204;1,819;2,487
30.06.2022;1,333;1,914;2,418;3,257;2,228;3,016;0,225;3,221;3,66;1,017;1,684;2,344
01.07.2022;1,229;1,794;2,269;3,079;2,083;2,882;0,217;3,221;3,595;0,806;1,525;2,22
04.07.2022;1,33;1,921;2,402;3,235;2,194;2,882;0,222;3,173;3,56;0,89;1,598;2,339
05.07.2022;1,175;1,783;2,281;3,145;2,047;2,808;0,216;3,08;3,5475;0,768;1,493;2,196
06.07.2022;1,203;1,761;2,273;3,147;2,09;2,932;0,243;3,186;3,4038;0,706;1,403;2,177
07.07.2022;1,314;1,856;2,403;3,3;2,126;2,997;0,243;3,214;3,4688;0,818;1,446;2,286
08.07.2022;1,341;1,877;2,41;3,28;2,231;3,082;0,241;3,293;3,4788;0,865;1,478;2,306
11.07.2022;1,242;1,858;2,331;3,206;2,176;2,995;0,238;3,234;3,51;0,817;1,434;2,219
12.07.2022;1,129;1,729;2,22;3,108;2,073;2,971;0,237;3,185;3,4163;0,708;1,379;2,116
13.07.2022;1,141;1,74;2,243;3,136;2,058;2,935;0,226;3,151;3,3875;0,692;1,431;2,136
14.07.2022;1,174;1,779;2,33;3,243;2,099;2,962;0,23;3,142;3,4113;0,721;1,505;2,218
15.07.2022;1,129;1,743;2,282;3,266;2,088;2,919;0,229;3,07;3,4075;0,709;1,513;2,194
18.07.2022;1,211;1,814;2,438;3,279;2,155;2,987;0,229;3,072;3,4363;0,782;1,587;2,269
19.07.2022;1,273;1,845;2,474;3,32;2,177;3,023;0,232;3,084;3,51;0,817;1,622;2,318
20.07.2022;1,253;1,829;2,476;3,383;2,138;3,027;0,239;3,115;3,545;0,807;1,609;2,316
21.07.2022;1,218;1,813;2,481;3,533;2,044;2,877;0,23;2,948;3,5713;0,788;1,616;2,301
22.07.2022;1,027;1,617;2,247;3,305;1,936;2,752;0,209;2,832;3,44;0,671;1,449;2,108
