`;GTDEM10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt
26.10.2018;0,351;3,442;1,382;3,076;0,106;2,391;2,596;-0,066;0,583
29.10.2018;0,376;3,335;1,398;3,086;0,103;2,394;2,568;-0,049;0,606
30.10.2018;0,368;3,472;1,397;3,124;0,116;2,45;2,5818;-0,049;0,597
31.10.2018;0,384;3,425;1,435;3,144;0,122;2,492;2,6273;-0,038;0,613
01.11.2018;0,398;3,377;1,452;3,131;0,116;2,48;2,6463;-0,03;0,639
02.11.2018;0,426;3,318;1,491;3,213;0,122;2,532;2,6945;-0,011;0,658
05.11.2018;0,425;3,323;1,499;3,202;0,123;2,515;2,7415;-0,014;0,649
06.11.2018;0,433;3,394;1,536;3,229;0,125;2,532;2,727;-0,009;0,646
07.11.2018;0,446;3,334;1,531;3,236;0,118;2,536;2,7268;-0,005;0,654
08.11.2018;0,456;3,394;1,563;3,238;0,118;2,542;2,7567;0,003;0,671
09.11.2018;0,406;3,401;1,489;3,183;0,116;2,502;2,7583;-0,015;0,644
12.11.2018;0,397;3,435;1,451;3,183;0,113;2,502;2,7398;-0,028;0,628
13.11.2018;0,408;3,443;1,519;3,141;0,109;2,454;2,73;-0,024;0,628
14.11.2018;0,397;3,487;1,505;3,126;0,105;2,432;2,7;-0,021;0,611
15.11.2018;0,359;3,489;1,367;3,111;0,104;2,387;2,715;-0,051;0,578
16.11.2018;0,366;3,489;1,41;3,064;0,098;2,362;2,6775;-0,047;0,573
19.11.2018;0,371;3,595;1,375;3,064;0,09;2,354;2,662;-0,048;0,579
20.11.2018;0,349;3,614;1,382;3,064;0,098;2,347;2,6925;-0,072;0,55
21.11.2018;0,375;3,468;1,394;3,064;0,089;2,357;2,6885;-0,078;0,561
22.11.2018;0,369;3,451;1,425;3,064;0,093;2,366;2,6635;-0,086;0,553
23.11.2018;0,339;3,404;1,379;3,041;0,093;2,336;2,6498;-0,103;0,53
26.11.2018;0,36;3,266;1,408;3,054;0,083;2,351;2,634;-0,092;0,548
27.11.2018;0,348;3,287;1,391;3,058;0,087;2,336;2,634;-0,102;0,528
28.11.2018;0,349;3,254;1,374;3,06;0,095;2,326;2,6195;-0,091;0,522
29.11.2018;0,32;3,202;1,365;3,032;0,078;2,302;2,6005;-0,12;0,485
30.11.2018;0,312;3,21;1,362;2,989;0,087;2,266;2,5915;-0,126;0,48
03.12.2018;0,305;3,143;1,311;2,971;0,079;2,233;2,6145;-0,129;0,49
04.12.2018;0,261;3,153;1,279;2,914;0,068;2,169;2,5308;-0,18;0,472
05.12.2018;0,275;3,058;1,313;2,914;0,061;2,131;2,5013;-0,168;0,48
06.12.2018;0,235;3,199;1,244;2,896;0,057;2,089;2,4505;-0,197;0,444
07.12.2018;0,248;3,128;1,263;2,847;0,053;2,07;2,4453;-0,18;0,462
10.12.2018;0,245;3,104;1,196;2,859;0,034;2,057;2,4405;-0,184;0,468
11.12.2018;0,231;3,119;1,186;2,88;0,044;2,079;2,4547;-0,184;0,47
12.12.2018;0,277;2,998;1,277;2,91;0,05;2,13;2,4465;-0,176;0,448
13.12.2018;0,283;2,953;1,287;2,914;0,052;2,156;2,4663;-0,174;0,458
14.12.2018;0,251;2,936;1,239;2,891;0,027;2,1;2,4618;-0,196;0,462
17.12.2018;0,255;2,957;1,263;2,858;0,03;2,044;2,4438;-0,204;0,47
18.12.2018;0,243;2,935;1,278;2,818;0,02;2,011;2,419;-0,215;0,465
19.12.2018;0,238;2,769;1,272;2,756;0,029;1,957;2,385;-0,24;0,463
20.12.2018;0,227;2,734;1,264;2,807;0,022;2,012;2,3415;-0,257;0,457
21.12.2018;0,247;2,827;1,317;2,792;0,041;2,024;2,3868;-0,259;0,46
24.12.2018;0,247;2,827;1,259;2,74;0,041;1,981;2,3633;-0,26;0,46
25.12.2018;0,247;2,827;1,259;2,74;0,013;1,981;2,3633;-0,26;0,46
26.12.2018;0,247;2,827;1,259;2,809;0,017;1,981;2,3633;-0,26;0,46
27.12.2018;0,228;2,744;1,306;2,768;0,017;1,992;2,378;-0,277;0,449
28.12.2018;0,238;2,739;1,266;2,72;-0,005;1,951;2,362;-0,278;0,457
31.12.2018;0,239;2,739;1,275;2,685;-0,005;1,965;2,3183;-0,279;0,457
01.01.2019;0,239;2,739;1,275;2,685;-0,005;1,965;2,3183;-0,279;0,457
02.01.2019;0,164;2,69;1,207;2,621;-0,005;1,9;2,2888;-0,279;0,39
03.01.2019;0,151;2,858;1,192;2,554;-0,005;1,824;2,1753;-0,25;0,38
04.01.2019;0,206;2,897;1,275;2,669;-0,045;1,929;2,2345;-0,221;0,4
07.01.2019;0,219;2,897;1,253;2,697;-0,018;1,954;2,2705;-0,214;0,41
08.01.2019;0,225;2,952;1,272;2,729;0,004;1,966;2,302;-0,178;0,424
09.01.2019;0,276;2,876;1,259;2,711;0,025;1,976;2,327;-0,174;0,427
10.01.2019;0,253;2,887;1,273;2,743;0,017;1,986;2,3173;-0,185;0,415
11.01.2019;0,237;2,851;1,288;2,702;0,011;1,955;2,3072;-0,19;0,394
14.01.2019;0,228;2,841;1,294;2,703;0,011;1,962;2,2725;-0,182;0,39
15.01.2019;0,204;2,872;1,256;2,713;0,006;1,967;2,2875;-0,194;0,396
16.01.2019;0,222;2,753;1,309;2,723;0,004;1,995;2,2735;-0,181;0,428
17.01.2019;0,241;2,763;1,335;2,751;0,001;1,994;2,2813;-0,171;0,438
18.01.2019;0,261;2,729;1,35;2,785;0,009;2,035;2,315;-0,166;0,454
21.01.2019;0,253;2,757;1,321;2,785;0,001;2,015;2,311;-0,177;0,458
22.01.2019;0,234;2,739;1,322;2,74;-0,005;1,967;2,3005;-0,183;0,442
23.01.2019;0,223;2,751;1,324;2,742;-0,001;1,968;2,28;-0,195;0,439
24.01.2019;0,179;2,658;1,263;2,717;0,003;1,929;2,2718;-0,227;0,401
25.01.2019;0,191;2,648;1,303;2,759;-0,007;1,976;2,211;-0,213;0,411
28.01.2019;0,203;2,663;1,264;2,746;-0,005;1,962;2,211;-0,216;0,42
29.01.2019;0,199;2,632;1,267;2,711;0,001;1,939;2,2315;-0,226;0,421
30.01.2019;0,187;2,597;1,253;2,678;-0,002;1,912;2,2415;-0,243;0,403
31.01.2019;0,148;2,587;1,217;2,63;-0,002;1,878;2,2425;-0,275;0,374
01.02.2019;0,165;2,745;1,246;2,685;-0,022;1,956;2,206;-0,269;0,381
04.02.2019;0,175;2,732;1,275;2,724;-0,017;1,96;2,2308;-0,257;0,394
05.02.2019;0,169;2,792;1,23;2,699;-0,015;1,936;2,246;-0,263;0,398
06.02.2019;0,16;2,857;1,214;2,696;-0,021;1,923;2,183;-0,265;0,378
07.02.2019;0,114;2,948;1,176;2,658;-0,015;1,876;2,1493;-0,301;0,349
08.02.2019;0,086;2,955;1,15;2,636;-0,034;1,878;2,1037;-0,332;0,306
11.02.2019;0,118;2,897;1,178;2,655;-0,034;1,902;2,0637;-0,311;0,325
12.02.2019;0,131;2,842;1,184;2,689;-0,019;1,916;2,1163;-0,286;0,34
13.02.2019;0,122;2,782;1,18;2,703;-0,012;1,932;2,1502;-0,277;0,359
14.02.2019;0,102;2,801;1,149;2,655;-0,02;1,874;2,1458;-0,293;0,351
15.02.2019;0,101;2,796;1,159;2,664;-0,027;1,893;2,0998;-0,309;0,363
18.02.2019;0,108;2,764;1,165;2,664;-0,027;1,893;2,1395;-0,299;0,372
19.02.2019;0,104;2,786;1,168;2,635;-0,035;1,887;2,135;-0,301;0,331
20.02.2019;0,098;2,857;1,18;2,646;-0,04;1,894;2,1;-0,315;0,306
21.02.2019;0,126;2,831;1,201;2,693;-0,045;1,921;2,055;-0,305;0,327
22.02.2019;0,094;2,844;1,157;2,654;-0,044;1,889;2,0963;-0,32;0,301
25.02.2019;0,108;2,771;1,173;2,664;-0,041;1,892;2,0858;-0,316;0,314
26.02.2019;0,117;2,702;1,205;2,637;-0,032;1,864;2,0915;-0,323;0,467
27.02.2019;0,147;2,782;1,272;2,683;-0,031;1,913;2,0725;-0,29;0,494
28.02.2019;0,182;2,749;1,3;2,716;-0,028;1,94;2,103;-0,267;0,546
01.03.2019;0,182;2,731;1,295;2,755;-0,013;1,936;2,152;-0,254;0,567
04.03.2019;0,156;2,736;1,272;2,723;-0,003;1,893;2,191;-0,264;0,547
05.03.2019;0,167;2,705;1,286;2,719;0,004;1,877;2,1555;-0,266;0,55
06.03.2019;0,126;2,588;1,225;2,694;-0,01;1,824;2,0953;-0,296;0,516
07.03.2019;0,064;2,467;1,171;2,64;-0,012;1,764;2,0853;-0,356;0,467
08.03.2019;0,067;2,503;1,188;2,63;-0,039;1,763;2,03;-0,368;0,442
11.03.2019;0,067;2,558;1,178;2,64;-0,04;1,753;2,0308;-0,37;0,443
12.03.2019;0,054;2,538;1,162;2,602;-0,035;1,737;2,033;-0,352;0,443
13.03.2019;0,063;2,549;1,197;2,622;-0,049;1,764;1,9625;-0,34;0,44
14.03.2019;0,084;2,498;1,223;2,631;-0,047;1,755;1,9725;-0,33;0,459
15.03.2019;0,082;2,493;1,21;2,589;-0,041;1,714;1,979;-0,331;0,469
18.03.2019;0,082;2,453;1,195;2,605;-0,042;1,714;1,9835;-0,346;0,474
19.03.2019;0,095;2,492;1,185;2,613;-0,047;1,727;1,933;-0,331;0,483
20.03.2019;0,083;2,524;1,155;2,527;-0,041;1,666;1,9368;-0,355;0,474
21.03.2019;0,04;2,454;1,063;2,539;-0,041;1,666;1,879;-0,393;0,422
22.03.2019;-0,016;2,446;1,012;2,441;-0,075;1,595;1,8338;-0,45;0,35
25.03.2019;-0,028;2,5;0,985;2,4;-0,089;1,547;1,78;-0,447;0,366
26.03.2019;-0,017;2,465;1,006;2,424;-0,07;1,572;1,8248;-0,404;0,361
27.03.2019;-0,082;2,451;1,012;2,368;-0,073;1,533;1,774;-0,453;0,287
28.03.2019;-0,071;2,483;0,998;2,396;-0,098;1,56;1,7255;-0,424;0,291
29.03.2019;-0,072;2,486;0,997;2,406;-0,091;1,615;1,7748;-0,408;0,312
01.04.2019;-0,028;2,505;1,046;2,502;-0,079;1,703;1,8018;-0,369;0,335
02.04.2019;-0,05;2,522;1,003;2,475;-0,069;1,663;1,8105;-0,378;0,339
03.04.2019;0,006;2,539;1,097;2,525;-0,05;1,708;1,8393;-0,31;0,388
04.04.2019;-0,007;2,517;1,083;2,516;-0,048;1,697;1,893;-0,318;0,388
05.04.2019;0,004;2,475;1,115;2,496;-0,035;1,697;1,905;-0,311;0,396
08.04.2019;0,005;2,484;1,114;2,523;-0,05;1,733;1,8735;-0,303;0,399
09.04.2019;-0,011;2,422;1,102;2,502;-0,054;1,728;1,8975;-0,301;0,381
10.04.2019;-0,027;2,409;1,096;2,467;-0,06;1,68;1,8723;-0,326;0,357
11.04.2019;-0,01;2,367;1,148;2,498;-0,06;1,719;1,857;-0,317;0,366
12.04.2019;0,054;2,54;1,21;2,566;-0,058;1,78;1,8825;-0,282;0,404
15.04.2019;0,055;2,577;1,219;2,555;-0,031;1,754;1,9503;-0,279;0,419
16.04.2019;0,065;2,592;1,217;2,591;-0,028;1,781;1,9305;-0,273;0,415
17.04.2019;0,079;2,611;1,234;2,595;-0,013;1,798;1,9555;-0,264;0,436
18.04.2019;0,023;2,601;1,196;2,561;-0,033;1,765;1,9498;-0,316;0,41
19.04.2019;0,023;2,601;1,196;2,561;-0,035;1,765;1,9498;-0,316;0,41
22.04.2019;0,023;2,601;1,196;2,589;-0,033;1,785;1,9498;-0,316;0,41
23.04.2019;0,04;2,673;1,225;2,566;-0,035;1,748;1,8948;-0,302;0,418
24.04.2019;-0,014;2,632;1,175;2,519;-0,044;1,674;1,788;-0,345;0,385
25.04.2019;-0,01;2,688;1,154;2,533;-0,037;1,702;1,788;-0,34;0,293
26.04.2019;-0,023;2,583;1,141;2,499;-0,048;1,685;1,778;-0,341;0,264
29.04.2019;0,002;2,584;1,156;2,527;-0,048;1,72;1,7908;-0,333;0,286
30.04.2019;0,012;2,554;1,183;2,503;-0,048;1,71;1,787;-0,321;0,302
01.05.2019;0,012;2,554;1,149;2,501;-0,048;1,702;1,7808;-0,321;0,302
02.05.2019;0,029;2,55;1,185;2,542;-0,048;1,762;1,786;-0,317;0,298
03.05.2019;0,024;2,559;1,218;2,526;-0,048;1,762;1,79;-0,319;0,322
06.05.2019;0,005;2,577;1,218;2,471;-0,048;1,733;1,7365;-0,336;0,309
07.05.2019;-0,039;2,618;1,156;2,458;-0,057;1,683;1,7823;-0,359;0,256
08.05.2019;-0,045;2,613;1,136;2,484;-0,055;1,704;1,7335;-0,344;0,245
09.05.2019;-0,048;2,681;1,124;2,444;-0,053;1,678;1,7118;-0,358;0,208
10.05.2019;-0,045;2,681;1,134;2,468;-0,055;1,731;1,729;-0,351;0,214
13.05.2019;-0,071;2,699;1,1;2,402;-0,053;1,665;1,723;-0,366;0,201
14.05.2019;-0,071;2,728;1,104;2,411;-0,057;1,689;1,6993;-0,378;0,201
15.05.2019;-0,099;2,746;1,067;2,374;-0,058;1,665;1,6923;-0,396;0,176
16.05.2019;-0,096;2,683;1,073;2,395;-0,067;1,676;1,6398;-0,392;0,182
17.05.2019;-0,105;2,658;1,033;2,392;-0,059;1,686;1,6398;-0,396;0,179
20.05.2019;-0,089;2,698;1,054;2,417;-0,048;1,687;1,6743;-0,386;0,201
21.05.2019;-0,064;2,642;1,082;2,427;-0,051;1,758;1,634;-0,375;0,209
22.05.2019;-0,087;2,631;1,014;2,383;-0,058;1,714;1,6345;-0,396;0,205
23.05.2019;-0,121;2,636;0,952;2,319;-0,064;1,64;1,5803;-0,417;0,185
24.05.2019;-0,118;2,551;0,955;2,321;-0,078;1,611;1,5193;-0,43;0,184
27.05.2019;-0,145;2,673;0,955;2,321;-0,074;1,596;1,5498;-0,442;0,166
28.05.2019;-0,162;2,681;0,916;2,267;-0,079;1,574;1,534;-0,452;0,153
29.05.2019;-0,18;2,639;0,891;2,263;-0,096;1,578;1,483;-0,473;0,133
30.05.2019;-0,176;2,654;0,896;2,214;-0,082;1,552;1,5325;-0,473;0,133
31.05.2019;-0,204;2,667;0,885;2,125;-0,1;1,486;1,4577;-0,491;0,099
03.06.2019;-0,202;2,558;0,861;2,072;-0,098;1,418;1,5078;-0,501;0,076
04.06.2019;-0,208;2,514;0,901;2,131;-0,108;1,474;1,501;-0,487;0,061
05.06.2019;-0,227;2,468;0,863;2,136;-0,128;1,446;1,4815;-0,5;0,072
06.06.2019;-0,24;2,486;0,825;2,118;-0,126;1,457;1,4678;-0,507;0,067
07.06.2019;-0,258;2,356;0,812;2,083;-0,125;1,459;1,4718;-0,524;0,042
10.06.2019;-0,22;2,357;0,838;2,15;-0,124;1,519;1,4718;-0,524;0,073
11.06.2019;-0,233;2,391;0,858;2,144;-0,114;1,526;1,4528;-0,49;0,045
12.06.2019;-0,238;2,431;0,866;2,121;-0,117;1,495;1,426;-0,47;0,037
13.06.2019;-0,242;2,355;0,835;2,096;-0,118;1,448;1,4032;-0,479;0,021
14.06.2019;-0,256;2,345;0,846;2,081;-0,134;1,434;1,3703;-0,496;0,044
17.06.2019;-0,245;2,296;0,848;2,095;-0,129;1,451;1,3875;-0,483;0,063
18.06.2019;-0,321;2,112;0,805;2,06;-0,13;1,422;1,3693;-0,548;-0,015
19.06.2019;-0,289;2,106;0,864;2,024;-0,141;1,423;1,3395;-0,51;0,009
20.06.2019;-0,32;2,142;0,805;2,029;-0,17;1,467;1,2945;-0,539;0,005
21.06.2019;-0,286;2,146;0,844;2,056;-0,162;1,483;1,2803;-0,501;0,018
24.06.2019;-0,308;2,151;0,815;2,015;-0,158;1,46;1,2965;-0,524;0,015
25.06.2019;-0,332;2,158;0,792;1,986;-0,158;1,435;1,2828;-0,542;-0,003
26.06.2019;-0,304;2,14;0,83;2,048;-0,14;1,5;1,2785;-0,531;0,007
27.06.2019;-0,322;2,133;0,821;2,015;-0,146;1,472;1,3475;-0,542;0,026
28.06.2019;-0,329;2,099;0,831;2,006;-0,164;1,464;1,322;-0,553;0,021
01.07.2019;-0,358;1,965;0,812;2,026;-0,151;1,464;1,356;-0,566;0,014
02.07.2019;-0,369;1,837;0,721;1,975;-0,15;1,466;1,3335;-0,593;0,013
03.07.2019;-0,387;1,582;0,69;1,951;-0,156;1,456;1,2785;-0,656;-0,007
04.07.2019;-0,4;1,673;0,675;1,951;-0,162;1,467;1,292;-0,665;-0,034
05.07.2019;-0,365;1,743;0,736;2,035;-0,163;1,57;1,2818;-0,643;-0,009
08.07.2019;-0,368;1,783;0,713;2,048;-0,152;1,58;1,3203;-0,654;-0,01
09.07.2019;-0,356;1,731;0,719;2,066;-0,145;1,581;1,3178;-0,618;0,042
10.07.2019;-0,309;1,734;0,757;2,062;-0,123;1,583;1,3533;-0,569;0,081
11.07.2019;-0,228;1,698;0,834;2,139;-0,141;1,626;1,3333;-0,528;0,115
12.07.2019;-0,212;1,735;0,834;2,123;-0,121;1,606;1,4375;-0,52;0,142
15.07.2019;-0,254;1,646;0,8;2,09;-0,121;1,591;1,4533;-0,555;0,11
16.07.2019;-0,246;1,61;0,82;2,103;-0,126;1,585;1,403;-0,572;0,095
17.07.2019;-0,292;1,592;0,758;2,046;-0,126;1,526;1,393;-0,607;0,049
18.07.2019;-0,312;1,552;0,758;2,025;-0,137;1,498;1,3483;-0,626;0,031
19.07.2019;-0,325;1,603;0,733;2,056;-0,138;1,503;1,3527;-0,639;0,017
22.07.2019;-0,348;1,651;0,706;2,047;-0,142;1,483;1,3315;-0,652;0,008
23.07.2019;-0,356;1,601;0,69;2,082;-0,151;1,495;1,3167;-0,659;-0,001
24.07.2019;-0,38;1,491;0,677;2,045;-0,154;1,442;1,2965;-0,694;-0,026
25.07.2019;-0,364;1,515;0,708;2,082;-0,157;1,464;1,228;-0,706;-0,022
26.07.2019;-0,378;1,564;0,686;2,071;-0,154;1,464;1,2285;-0,697;-0,055
29.07.2019;-0,393;1,571;0,653;2,066;-0,15;1,474;1,2088;-0,733;-0,075
30.07.2019;-0,401;1,584;0,633;2,059;-0,157;1,492;1,204;-0,749;-0,123
31.07.2019;-0,442;1,54;0,609;2,015;-0,159;1,475;1,1848;-0,781;-0,147
01.08.2019;-0,451;1,58;0,592;1,894;-0,136;1,396;1,2093;-0,781;-0,147
02.08.2019;-0,497;1,54;0,549;1,847;-0,17;1,372;1,085;-0,858;-0,199
05.08.2019;-0,517;1,564;0,511;1,709;-0,199;1,372;1,085;-0,878;-0,231
06.08.2019;-0,538;1,512;0,513;1,704;-0,187;1,237;1,0405;-0,897;-0,217
07.08.2019;-0,583;1,417;0,484;1,735;-0,197;1,239;0,9583;-0,956;-0,279
08.08.2019;-0,562;1,532;0,519;1,718;-0,198;1,241;0,9773;-0,94;-0,236
09.08.2019;-0,578;1,804;0,482;1,746;-0,222;1,27;0,9578;-0,948;-0,247
12.08.2019;-0,593;1,7;0,488;1,646;-0,222;1,196;0,9575;-0,963;-0,265
13.08.2019;-0,611;1,616;0,492;1,705;-0,241;1,239;0,9325;-1;-0,28
14.08.2019;-0,652;1,505;0,446;1,58;-0,225;1,143;0,942;-1,058;-0,335
15.08.2019;-0,715;1,33;0,407;1,529;-0,239;1,093;0,888;-1,159;-0,408
16.08.2019;-0,687;1,39;0,463;1,555;-0,235;1,159;0,8835;-1,137;-0,421
19.08.2019;-0,65;1,434;0,467;1,607;-0,23;1,185;0,9138;-1,05;-0,336
20.08.2019;-0,692;1,37;0,45;1,556;-0,24;1,157;0,9418;-1,078;-0,352
21.08.2019;-0,672;1,33;0,477;1,59;-0,242;1,222;0,9315;-1,003;-0,305
22.08.2019;-0,646;1,304;0,516;1,615;-0,243;1,289;0,9108;-0,938;-0,288
23.08.2019;-0,677;1,314;0,479;1,536;-0,238;1,17;0,973;-0,964;-0,298
26.08.2019;-0,669;1,321;0,479;1,536;-0,271;1,212;0,8858;-0,975;-0,31
27.08.2019;-0,695;1,136;0,5;1,473;-0,271;1,123;0,906;-1,021;-0,342
28.08.2019;-0,716;1,042;0,441;1,481;-0,279;1,124;0,8855;-1,07;-0,383
29.08.2019;-0,694;0,981;0,435;1,496;-0,291;1,145;0,876;-1,047;-0,367
30.08.2019;-0,702;0,995;0,477;1,498;-0,276;1,161;0,885;-1,051;-0,366
02.09.2019;-0,704;0,964;0,412;1,498;-0,272;1,161;0,92;-1,022;-0,353
03.09.2019;-0,708;0,872;0,403;1,458;-0,291;1,114;0,9388;-1,037;-0,365
04.09.2019;-0,677;0,808;0,49;1,467;-0,284;1,132;0,9308;-0,985;-0,327
05.09.2019;-0,595;0,943;0,597;1,559;-0,267;1,265;0,9713;-0,915;-0,229
06.09.2019;-0,64;0,874;0,503;1,561;-0,247;1,281;1,089;-0,951;-0,242
09.09.2019;-0,587;0,941;0,588;1,645;-0,257;1,351;1,03;-0,899;-0,193
10.09.2019;-0,55;1,019;0,636;1,732;-0,228;1,432;1,0775;-0,872;-0,212
11.09.2019;-0,565;0,968;0,636;1,74;-0,206;1,425;1,141;-0,812;-0,2
12.09.2019;-0,518;0,865;0,67;1,772;-0,218;1,449;1,1538;-0,777;-0,184
13.09.2019;-0,45;0,879;0,759;1,898;-0,161;1,51;1,1568;-0,691;-0,118
16.09.2019;-0,482;0,841;0,69;1,848;-0,161;1,48;1,19;-0,746;-0,132
17.09.2019;-0,476;0,919;0,693;1,803;-0,159;1,447;1,1325;-0,77;-0,172
18.09.2019;-0,512;0,874;0,64;1,798;-0,189;1,435;1,1372;-0,804;-0,219
19.09.2019;-0,509;0,883;0,634;1,786;-0,219;1,431;1,0598;-0,778;-0,203
20.09.2019;-0,523;0,921;0,626;1,723;-0,214;1,383;1,02;-0,795;-0,21
23.09.2019;-0,582;0,829;0,548;1,728;-0,214;1,375;1,0003;-0,852;-0,26
24.09.2019;-0,602;0,831;0,525;1,646;-0,241;1,305;0,9623;-0,866;-0,288
25.09.2019;-0,576;0,841;0,531;1,738;-0,262;1,4;0,9413;-0,845;-0,29
26.09.2019;-0,584;0,822;0,517;1,694;-0,251;1,357;0,9503;-0,826;-0,288
27.09.2019;-0,575;0,823;0,497;1,683;-0,242;1,356;0,9455;-0,806;-0,291
30.09.2019;-0,573;0,82;0,483;1,666;-0,22;1,359;1,0178;-0,788;-0,271
01.10.2019;-0,566;0,855;0,469;1,637;-0,157;1,348;0,9728;-0,777;-0,279
02.10.2019;-0,548;0,899;0,502;1,6;-0,168;1,305;0,9638;-0,751;-0,285
03.10.2019;-0,592;0,825;0,468;1,535;-0,199;1,248;0,9193;-0,798;-0,349
04.10.2019;-0,588;0,831;0,441;1,53;-0,218;1,231;0,8903;-0,824;-0,343
07.10.2019;-0,576;0,85;0,448;1,56;-0,228;1,299;0,8903;-0,801;-0,337
08.10.2019;-0,596;0,841;0,414;1,53;-0,208;1,277;0,8938;-0,801;-0,349
09.10.2019;-0,55;0,867;0,459;1,585;-0,207;1,308;0,8818;-0,77;-0,316
10.10.2019;-0,471;0,956;0,586;1,67;-0,21;1,409;0,8948;-0,717;-0,243
11.10.2019;-0,444;0,939;0,703;1,731;-0,186;1,515;1,015;-0,674;-0,187
14.10.2019;-0,458;0,911;0,636;1,731;-0,186;1,515;1,0427;-0,684;-0,198
15.10.2019;-0,418;0,935;0,69;1,773;-0,176;1,562;1,0138;-0,646;-0,177
16.10.2019;-0,388;0,925;0,71;1,74;-0,165;1,547;1,0488;-0,609;-0,116
17.10.2019;-0,41;0,888;0,675;1,753;-0,157;1,557;1,1005;-0,621;-0,132
18.10.2019;-0,384;0,925;0,707;1,755;-0,143;1,543;1,1023;-0,614;-0,092
21.10.2019;-0,345;0,982;0,748;1,801;-0,135;1,563;1,1477;-0,574;-0,04
22.10.2019;-0,37;0,922;0,709;1,762;-0,135;1,519;1,1677;-0,601;-0,064
23.10.2019;-0,395;0,935;0,683;1,765;-0,145;1,517;1,1033;-0,624;-0,047
24.10.2019;-0,406;0,905;0,622;1,767;-0,149;1,52;1,0833;-0,626;-0,05
25.10.2019;-0,364;0,95;0,68;1,796;-0,145;1,538;1,0583;-0,595;-0,029
28.10.2019;-0,333;1,003;0,721;1,843;-0,131;1,622;1,0953;-0,542;-0,01
29.10.2019;-0,353;0,986;0,708;1,839;-0,11;1,599;1,1823;-0,548;-0,052
30.10.2019;-0,356;0,989;0,684;1,772;-0,119;1,448;1,1372;-0,538;-0,063
31.10.2019;-0,409;0,921;0,627;1,692;-0,143;1,41;1,1388;-0,588;-0,119
01.11.2019;-0,384;0,991;0,662;1,711;-0,185;1,443;1,097;-0,553;-0,104
04.11.2019;-0,352;0,994;0,721;1,778;-0,185;1,526;1,1768;-0,515;-0,047
05.11.2019;-0,311;1,027;0,773;1,859;-0,131;1,603;1,201;-0,478;0,012
06.11.2019;-0,335;1,002;0,713;1,829;-0,089;1,538;1,2713;-0,478;-0,003
07.11.2019;-0,236;1,164;0,791;1,918;-0,075;1,613;1,211;-0,423;0,045
08.11.2019;-0,264;1,19;0,788;1,943;-0,061;1,578;1,2913;-0,425;0,056
11.11.2019;-0,246;1,259;0,809;1,943;-0,073;1,578;1,2965;-0,423;0,057
12.11.2019;-0,254;1,215;0,805;1,936;-0,029;1,601;1,283;-0,418;0,057
13.11.2019;-0,302;1,243;0,758;1,887;-0,052;1,551;1,2715;-0,491;0,008
14.11.2019;-0,353;1,323;0,708;1,82;-0,077;1,462;1,1768;-0,54;-0,021
15.11.2019;-0,336;1,23;0,727;1,832;-0,078;1,48;1,1615;-0,533;-0,004
18.11.2019;-0,337;1,207;0,748;1,816;-0,086;1,485;1,1665;-0,539;-0,01
19.11.2019;-0,341;1,243;0,731;1,784;-0,089;1,443;1,1292;-0,554;-0,014
20.11.2019;-0,348;1,2;0,728;1,747;-0,115;1,429;1,0728;-0,568;-0,048
21.11.2019;-0,328;1,175;0,751;1,774;-0,114;1,475;1,0738;-0,555;-0,024
22.11.2019;-0,36;1,179;0,703;1,771;-0,084;1,471;1,0987;-0,6;-0,033
25.11.2019;-0,35;1,161;0,695;1,756;-0,089;1,462;1,0918;-0,605;-0,04
26.11.2019;-0,373;1,167;0,649;1,742;-0,101;1,437;1,0773;-0,613;-0,035
27.11.2019;-0,374;1,205;0,674;1,767;-0,117;1,473;1,0183;-0,645;-0,022
28.11.2019;-0,362;1,233;0,674;1,767;-0,094;1,466;0,9993;-0,645;-0,006
29.11.2019;-0,362;1,229;0,696;1,777;-0,082;1,46;1,0343;-0,635;0,005
02.12.2019;-0,283;1,349;0,738;1,82;-0,053;1,532;1,0945;-0,606;0,052
03.12.2019;-0,35;1,284;0,668;1,717;-0,031;1,445;1,1948;-0,659;-0,001
04.12.2019;-0,317;1,288;0,739;1,775;-0,048;1,539;1,0613;-0,644;0,027
05.12.2019;-0,296;1,37;0,772;1,811;-0,037;1,61;1,0923;-0,642;0,055
06.12.2019;-0,288;1,35;0,771;1,838;-0,014;1,578;1,127;-0,623;0,041
09.12.2019;-0,309;1,275;0,761;1,82;-0,011;1,585;1,151;-0,619;0,026
10.12.2019;-0,297;1,241;0,798;1,842;-0,022;1,597;1,106;-0,599;0,038
11.12.2019;-0,323;1,203;0,773;1,793;-0,005;1,58;1,1543;-0,603;0,025
12.12.2019;-0,271;1,231;0,818;1,893;-0,021;1,667;1,1313;-0,577;0,059
13.12.2019;-0,291;1,257;0,788;1,823;-0,026;1,577;1,256;-0,589;0,059
16.12.2019;-0,278;1,293;0,82;1,872;-0,019;1,632;1,1558;-0,584;0,051
17.12.2019;-0,296;1,271;0,76;1,881;-0,014;1,631;1,1568;-0,599;0,031
18.12.2019;-0,252;1,336;0,773;1,918;-0,021;1,692;1,2058;-0,567;0,056
