`;GTDEM10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt
01.01.2014;1,925;4,084;3,021;3,029;0,736;2,755;4,235;1,056;2,496
02.01.2014;1,94;3,968;3,025;2,99;0,736;2,739;4,332;1,056;2,503
03.01.2014;1,942;3,913;3,023;2,996;0,736;2,748;4,3445;1,238;2,492
06.01.2014;1,906;3,937;2,971;2,959;0,722;2,712;4,3758;1,191;2,457
07.01.2014;1,885;3,87;2,949;2,94;0,69;2,678;4,3183;1,184;2,438
08.01.2014;1,903;3,882;2,972;2,99;0,703;2,719;4,3023;1,204;2,448
09.01.2014;1,914;3,923;2,982;2,966;0,694;2,68;4,321;1,237;2,458
10.01.2014;1,842;3,915;2,871;2,859;0,697;2,555;4,2673;1,231;2,398
13.01.2014;1,816;3,882;2,826;2,827;0,697;2,541;4,2295;1,211;2,375
14.01.2014;1,813;3,876;2,833;2,872;0,65;2,583;4,196;1,183;2,396
15.01.2014;1,824;3,859;2,862;2,892;0,66;2,576;4,2348;1,178;2,425
16.01.2014;1,779;3,84;2,809;2,842;0,673;2,525;4,1798;1,146;2,375
17.01.2014;1,752;3,821;2,829;2,82;0,669;2,501;4,101;1,14;2,36
20.01.2014;1,74;3,794;2,827;2,82;0,663;2,488;4,083;1,12;2,324
21.01.2014;1,738;3,83;2,833;2,83;0,683;2,505;4,1098;1,106;2,331
22.01.2014;1,756;3,83;2,885;2,866;0,671;2,49;4,1873;1,091;2,366
23.01.2014;1,708;3,858;2,808;2,778;0,656;2,402;4,1723;1,066;2,321
24.01.2014;1,657;3,912;2,771;2,716;0,627;2,396;4,048;1,04;2,269
27.01.2014;1,664;3,895;2,774;2,749;0,635;2,422;4,0178;1,039;2,285
28.01.2014;1,676;3,848;2,805;2,75;0,628;2,419;4,029;1,042;2,302
29.01.2014;1,74;3,853;2,76;2,678;0,63;2,362;4,116;1,022;2,265
30.01.2014;1,714;3,817;2,75;2,696;0,62;2,371;4,007;1,007;2,248
31.01.2014;1,658;3,766;2,705;2,645;0,617;2,336;3,9985;0,999;2,201
03.02.2014;1,643;3,775;2,688;2,577;0,61;2,293;3,9998;0,972;2,206
04.02.2014;1,649;3,782;2,7;2,63;0,608;2,343;3,9945;0,975;2,213
05.02.2014;1,635;3,759;2,688;2,668;0,595;2,388;4,0205;0,971;2,215
06.02.2014;1,694;3,759;2,745;2,701;0,61;2,434;4,0865;1,011;2,268
07.02.2014;1,66;3,686;2,711;2,684;0,615;2,405;4,1525;0,997;2,222
10.02.2014;1,678;3,683;2,718;2,668;0,603;2,402;4,141;1,007;2,232
11.02.2014;1,685;3,681;2,741;2,726;0,603;2,455;4,1828;1,026;2,253
12.02.2014;1,714;3,728;2,818;2,762;0,606;2,482;4,2203;1,054;2,262
13.02.2014;1,666;3,707;2,789;2,733;0,598;2,457;4,1748;1,035;2,242
14.02.2014;1,678;3,686;2,792;2,744;0,594;2,462;4,1055;1,026;2,258
17.02.2014;1,683;3,614;2,781;2,744;0,597;2,462;4,161;1,02;2,262
18.02.2014;1,666;3,556;2,745;2,708;0,597;2,437;4,183;1,007;2,207
19.02.2014;1,66;3,588;2,73;2,74;0,598;2,441;4,1438;0,993;2,168
20.02.2014;1,689;3,648;2,797;2,752;0,583;2,544;4,1443;1,01;2,185
21.02.2014;1,661;3,597;2,78;2,732;0,597;2,516;4,2195;0,998;2,196
24.02.2014;1,678;3,618;2,773;2,739;0,59;2,519;4,1738;0,991;2,211
25.02.2014;1,645;3,584;2,743;2,703;0,587;2,484;4,1693;0,988;2,202
26.02.2014;1,616;3,537;2,724;2,666;0,587;2,441;4,125;0,974;2,184
27.02.2014;1,562;3,458;2,674;2,64;0,582;2,412;4,062;0,956;2,139
28.02.2014;1,623;3,478;2,718;2,648;0,581;2,423;4,0195;0,991;2,218
03.03.2014;1,55;3,452;2,645;2,602;0,574;2,399;3,9808;0,913;2,144
04.03.2014;1,597;3,421;2,696;2,699;0,582;2,467;4,0045;0,937;2,178
05.03.2014;1,604;3,375;2,718;2,706;0,604;2,473;4,0618;0,955;2,186
06.03.2014;1,646;3,44;2,766;2,738;0,617;2,506;4,1;1,006;2,212
07.03.2014;1,652;3,42;2,793;2,789;0,623;2,519;4,167;1,01;2,213
10.03.2014;1,624;3,367;2,795;2,778;0,625;2,493;4,207;0,995;2,184
11.03.2014;1,637;3,397;2,781;2,769;0,628;2,483;4,1813;0,998;2,181
12.03.2014;1,595;3,419;2,751;2,731;0,625;2,449;4,1728;0,975;2,117
13.03.2014;1,54;3,434;2,687;2,645;0,639;2,382;4,17;0,908;2,086
14.03.2014;1,545;3,403;2,663;2,655;0,62;2,391;4,038;0,95;2,08
17.03.2014;1,566;3,376;2,681;2,693;0,619;2,427;4,046;0,966;2,109
18.03.2014;1,566;3,363;2,676;2,673;0,615;2,402;4,0828;0,968;2,104
19.03.2014;1,598;3,394;2,696;2,773;0,609;2,472;4,0645;0,976;2,131
20.03.2014;1,645;3,427;2,765;2,773;0,594;2,499;4,1283;1,004;2,207
21.03.2014;1,63;3,412;2,745;2,743;0,594;2,483;4,1565;1,001;2,204
24.03.2014;1,577;3,409;2,685;2,729;0,609;2,456;4,1655;0,966;2,174
25.03.2014;1,576;3,392;2,707;2,749;0,604;2,476;4,1185;0,936;2,149
26.03.2014;1,567;3,336;2,698;2,693;0,627;2,443;4,11;0,949;2,121
27.03.2014;1,535;3,305;2,675;2,682;0,625;2,433;4,0823;0,916;2,103
28.03.2014;1,548;3,302;2,723;2,722;0,621;2,444;4,068;0,93;2,119
31.03.2014;1,565;3,291;2,735;2,719;0,637;2,456;4,083;0,941;2,111
01.04.2014;1,572;3,288;2,731;2,753;0,615;2,494;4,1303;0,936;2,119
02.04.2014;1,615;3,306;2,773;2,805;0,621;2,547;4,1695;0,952;2,152
03.04.2014;1,602;3,253;2,753;2,798;0,64;2,544;4,1833;0,926;2,139
04.04.2014;1,552;3,168;2,685;2,722;0,643;2,489;4,1535;0,899;2,103
07.04.2014;1,538;3,186;2,663;2,701;0,613;2,459;4,0823;0,884;2,085
08.04.2014;1,556;3,218;2,693;2,682;0,615;2,46;4,0853;0,9;2,102
09.04.2014;1,574;3,2;2,689;2,691;0,611;2,463;4,0703;0,907;2,124
10.04.2014;1,52;3,164;2,618;2,648;0,604;2,437;4,0535;0,878;2,058
11.04.2014;1,502;3,208;2,61;2,626;0,6;2,397;4,0188;0,866;2,024
14.04.2014;1,525;3,172;2,636;2,648;0,603;2,408;3,965;0,86;2,015
15.04.2014;1,471;3,106;2,6;2,629;0,6;2,383;3,9923;0,836;1,962
16.04.2014;1,484;3,097;2,635;2,629;0,605;2,389;3,9775;0,847;1,991
17.04.2014;1,514;3,119;2,666;2,722;0,6;2,442;3,9593;0,863;2,026
18.04.2014;1,514;3,119;2,666;2,722;0,596;2,442;3,9878;0,863;2,026
21.04.2014;1,514;3,119;2,666;2,716;0,603;2,446;3,9875;0,863;2,026
22.04.2014;1,533;3,091;2,71;2,711;0,6;2,44;4,0068;0,878;2,052
23.04.2014;1,521;3,085;2,676;2,7;0,611;2,427;3,9645;0,855;2,03
24.04.2014;1,529;3,122;2,69;2,681;0,612;2,42;3,962;0,812;2,026
25.04.2014;1,483;3,103;2,637;2,663;0,618;2,404;3,9405;0,797;1,98
28.04.2014;1,496;3,132;2,663;2,701;0,612;2,446;3,9268;0,843;1,995
29.04.2014;1,498;3,115;2,686;2,692;0,612;2,439;3,9393;0,845;1,979
30.04.2014;1,468;3,065;2,662;2,647;0,622;2,401;3,9503;0,829;1,957
01.05.2014;1,468;3,062;2,634;2,614;0,617;2,367;3,938;0,829;1,957
02.05.2014;1,449;3,039;2,642;2,585;0,606;2,347;3,9058;0,82;1,939
05.05.2014;1,457;3,039;2,638;2,608;0,606;2,368;3,8705;0,837;1,919
06.05.2014;1,459;3,003;2,657;2,592;0,606;2,371;3,866;0,843;1,935
07.05.2014;1,472;3,013;2,657;2,589;0,596;2,377;3,833;0,83;1,937
08.05.2014;1,445;2,918;2,643;2,617;0,607;2,369;3,8413;0,807;1,914
09.05.2014;1,454;2,951;2,684;2,624;0,603;2,36;3,8205;0,811;1,91
12.05.2014;1,463;2,974;2,732;2,662;0,606;2,399;3,8325;0,803;1,922
13.05.2014;1,42;2,941;2,682;2,61;0,607;2,353;3,8458;0,768;1,89
14.05.2014;1,367;2,91;2,582;2,544;0,597;2,287;3,8048;0,718;1,833
15.05.2014;1,305;3,1;2,523;2,49;0,59;2,252;3,7608;0,695;1,79
16.05.2014;1,329;3,062;2,563;2,524;0,579;2,262;3,715;0,736;1,829
19.05.2014;1,342;3,145;2,587;2,545;0,585;2,261;3,6818;0,744;1,824
20.05.2014;1,35;3,261;2,609;2,512;0,587;2,276;3,7095;0,786;1,837
21.05.2014;1,423;3,2;2,644;2,533;0,593;2,299;3,6565;0,793;1,861
22.05.2014;1,407;3,241;2,652;2,551;0,596;2,321;3,748;0,782;1,857
23.05.2014;1,412;3,151;2,634;2,533;0,587;2,302;3,7823;0,782;1,835
26.05.2014;1,415;2,979;2,634;2,533;0,584;2,319;3,7425;0,769;1,843
27.05.2014;1,388;2,998;2,641;2,515;0,588;2,298;3,746;0,739;1,828
28.05.2014;1,337;2,931;2,547;2,444;0,579;2,221;3,7073;0,703;1,788
29.05.2014;1,353;2,956;2,54;2,465;0,571;2,264;3,6423;0,703;1,788
30.05.2014;1,357;2,962;2,569;2,477;0,573;2,244;3,6555;0,711;1,797
02.06.2014;1,368;2,963;2,613;2,528;0,582;2,277;3,671;0,691;1,815
03.06.2014;1,407;2,997;2,646;2,599;0,584;2,338;3,722;0,715;1,852
04.06.2014;1,431;3,019;2,697;2,603;0,611;2,347;3,7795;0,73;1,873
05.06.2014;1,403;2,931;2,677;2,583;0,613;2,328;3,7743;0,727;1,865
06.06.2014;1,351;2,756;2,654;2,588;0,595;2,317;3,7733;0,694;1,785
09.06.2014;1,378;2,703;2,698;2,604;0,598;2,318;3,7818;0,694;1,813
10.06.2014;1,403;2,804;2,72;2,645;0,597;2,344;3,784;0,774;1,813
11.06.2014;1,396;2,791;2,71;2,64;0,599;2,342;3,8475;0,759;1,811
12.06.2014;1,386;2,819;2,716;2,596;0,597;2,314;3,8222;0,754;1,793
13.06.2014;1,361;2,771;2,744;2,604;0,598;2,31;3,7842;0,739;1,795
16.06.2014;1,353;2,785;2,752;2,598;0,597;2,288;3,7438;0,729;1,777
17.06.2014;1,399;2,823;2,776;2,653;0,59;2,309;3,6983;0,752;1,819
18.06.2014;1,374;2,855;2,739;2,585;0,597;2,259;3,7365;0,74;1,831
19.06.2014;1,321;2,911;2,734;2,621;0,586;2,259;3,6618;0,705;1,792
20.06.2014;1,343;2,945;2,759;2,606;0,582;2,292;3,6768;0,705;1,81
23.06.2014;1,322;2,901;2,737;2,627;0,579;2,331;3,6928;0,7;1,807
24.06.2014;1,319;2,879;2,733;2,579;0,577;2,282;3,6378;0,698;1,927
25.06.2014;1,26;2,849;2,645;2,56;0,569;2,269;3,5888;0,655;1,87
26.06.2014;1,244;2,843;2,635;2,529;0,567;2,239;3,5883;0,652;1,839
27.06.2014;1,261;2,832;2,639;2,535;0,559;2,247;3,5425;0,646;1,855
30.06.2014;1,244;2,845;2,669;2,531;0,561;2,233;3,5415;0,647;1,841
01.07.2014;1,246;2,829;2,704;2,566;0,554;2,248;3,5875;0,637;1,835
02.07.2014;1,286;2,908;2,75;2,627;0,556;2,318;3,5613;0,654;1,878
03.07.2014;1,288;2,843;2,75;2,639;0,561;2,32;3,5403;0,644;1,861
04.07.2014;1,264;2,832;2,756;2,639;0,565;2,328;3,587;0,641;1,819
07.07.2014;1,255;2,81;2,725;2,612;0,562;2,298;3,5903;0,634;1,783
08.07.2014;1,218;2,84;2,646;2,557;0,552;2,247;3,5733;0,604;1,774
09.07.2014;1,227;2,88;2,659;2,551;0,546;2,243;3,519;0,615;1,781
10.07.2014;1,198;2,943;2,626;2,537;0,541;2,236;3,4662;0,591;1,766
11.07.2014;1,202;2,887;2,6;2,517;0,532;2,21;3,4125;0,591;1,744
14.07.2014;1,208;2,875;2,603;2,548;0,536;2,213;3,4418;0,604;1,739
15.07.2014;1,203;2,846;2,643;2,548;0,539;2,212;3,4373;0,606;1,728
16.07.2014;1,191;2,819;2,65;2,527;0,542;2,195;3,4237;0,601;1,709
17.07.2014;1,148;2,787;2,585;2,447;0,532;2,133;3,4098;0,575;1,666
18.07.2014;1,154;2,778;2,57;2,482;0,541;2,16;3,3787;0,54;1,651
21.07.2014;1,147;2,772;2,566;2,468;0,541;2,133;3,3933;0,536;1,642
22.07.2014;1,165;2,773;2,585;2,461;0,535;2,121;3,3717;0,528;1,661
23.07.2014;1,145;2,74;2,553;2,466;0,532;2,128;3,411;0,515;1,647
24.07.2014;1,176;2,726;2,605;2,503;0,521;2,154;3,4245;0,52;1,673
25.07.2014;1,146;2,713;2,569;2,466;0,531;2,114;3,4403;0,504;1,654
28.07.2014;1,147;2,673;2,577;2,486;0,527;2,116;3,4245;0,5;1,663
29.07.2014;1,119;2,638;2,545;2,461;0,519;2,088;3,47;0,479;1,643
30.07.2014;1,169;2,698;2,596;2,558;0,525;2,159;3,424;0,523;1,684
31.07.2014;1,154;2,693;2,601;2,559;0,533;2,156;3,5063;0,531;1,68
01.08.2014;1,13;2,757;2,547;2,493;0,534;2,115;3,5165;0,508;1,687
04.08.2014;1,134;2,694;2,536;2,483;0,527;2,109;3,4922;0,513;1,681
05.08.2014;1,167;2,746;2,579;2,485;0,518;2,11;3,4665;0,52;1,718
06.08.2014;1,1;2,808;2,514;2,472;0,516;2,105;3,5118;0,477;1,66
07.08.2014;1,061;2,87;2,481;2,412;0,522;2,07;3,4177;0,467;1,589
08.08.2014;1,052;2,813;2,459;2,421;0,5;2,063;3,2787;0,442;1,581
11.08.2014;1,058;2,787;2,49;2,428;0,512;2,073;3,4043;0,436;1,613
12.08.2014;1,058;2,74;2,482;2,45;0,509;2,112;3,4188;0,429;1,612
13.08.2014;1,026;2,71;2,44;2,418;0,51;2,072;3,4507;0,414;1,602
14.08.2014;1,017;2,656;2,441;2,402;0,501;2,057;3,3858;0,464;1,594
15.08.2014;0,952;2,584;2,325;2,341;0,498;2,015;3,388;0,439;1,545
18.08.2014;1,013;2,633;2,427;2,394;0,497;2,062;3,3465;0,469;1,6
19.08.2014;1;2,594;2,4;2,401;0,499;2,072;3,405;0,463;1,568
20.08.2014;0,989;2,598;2,417;2,427;0,515;2,097;3,4258;0,457;1,545
21.08.2014;0,992;2,593;2,396;2,408;0,524;2,081;3,4783;0,464;1,559
22.08.2014;0,981;2,575;2,404;2,403;0,505;2,071;3,479;0,494;1,553
25.08.2014;0,947;2,477;2,399;2,383;0,506;2,039;3,4343;0,459;1,506
26.08.2014;0,938;2,412;2,448;2,397;0,498;2,042;3,3527;0,475;1,477
27.08.2014;0,909;2,388;2,371;2,358;0,493;2,006;3,3288;0,441;1,422
28.08.2014;0,883;2,442;2,37;2,337;0,488;1,995;3,323;0,429;1,388
29.08.2014;0,89;2,434;2,367;2,344;0,491;1,993;3,293;0,426;1,39
01.09.2014;0,881;2,42;2,382;2,344;0,491;1,993;3,3235;0,416;1,399
02.09.2014;0,93;2,455;2,44;2,422;0,5;2,09;3,349;0,45;1,448
03.09.2014;0,954;2,458;2,472;2,397;0,529;2,081;3,428;0,485;1,461
04.09.2014;0,969;2,347;2,493;2,451;0,53;2,122;3,428;0,498;1,469
05.09.2014;0,928;2,252;2,462;2,46;0,538;2,115;3,4638;0,47;1,406
08.09.2014;0,952;2,297;2,476;2,472;0,526;2,138;3,45;0,457;1,432
09.09.2014;0,996;2,366;2,478;2,504;0,531;2,174;3,5635;0,529;1,472
10.09.2014;1,046;2,398;2,504;2,542;0,545;2,203;3,57;0,515;1,5
11.09.2014;1,039;2,463;2,497;2,551;0,561;2,195;3,6065;0,504;1,503
12.09.2014;1,082;2,457;2,528;2,611;0,573;2,238;3,608;0,524;1,571
15.09.2014;1,066;2,46;2,541;2,59;0,573;2,233;3,6477;0,506;1,594
16.09.2014;1,06;2,46;2,522;2,593;0,577;2,24;3,617;0,504;1,567
17.09.2014;1,049;2,416;2,516;2,621;0,555;2,263;3,6415;0,498;1,55
18.09.2014;1,081;2,437;2,574;2,615;0,564;2,281;3,7025;0,516;1,593
19.09.2014;1,042;2,368;2,542;2,575;0,559;2,246;3,7268;0,496;1,569
22.09.2014;1,01;2,374;2,494;2,565;0,537;2,226;3,6532;0,463;1,544
23.09.2014;1,012;2,398;2,484;2,528;0,537;2,169;3,554;0,454;1,537
24.09.2014;1,003;2,373;2,48;2,565;0,523;2,199;3,6097;0,476;1,524
25.09.2014;0,972;2,358;2,444;2,503;0,52;2,143;3,576;0,464;1,493
26.09.2014;0,971;2,384;2,467;2,529;0,518;2,161;3,4853;0,467;1,488
29.09.2014;0,963;2,403;2,439;2,478;0,519;2,121;3,4945;0,475;1,492
30.09.2014;0,946;2,332;2,424;2,49;0,526;2,144;3,4802;0,472;1,482
01.10.2014;0,901;2,283;2,359;2,386;0,526;2,069;3,4858;0,439;1,437
02.10.2014;0,902;2,324;2,324;2,426;0,521;2,089;3,4205;0,456;1,44
03.10.2014;0,925;2,306;2,388;2,435;0,513;2,091;3,456;0,466;1,465
06.10.2014;0,906;2,331;2,354;2,421;0,518;2,088;3,4328;0,454;1,446
07.10.2014;0,905;2,344;2,288;2,34;0,508;2,028;3,391;0,453;1,417
08.10.2014;0,907;2,332;2,263;2,322;0,498;2,015;3,3625;0,45;1,406
09.10.2014;0,905;2,311;2,261;2,314;0,487;2,025;3,3045;0,433;1,387
10.10.2014;0,886;2,322;2,216;2,281;0,5;2,011;3,3308;0,434;1,372
13.10.2014;0,894;2,332;2,166;2,281;0,5;2,011;3,298;0,424;1,37
14.10.2014;0,837;2,296;2,126;2,198;0,495;1,941;3,3088;0,415;1,264
15.10.2014;0,755;2,421;1,954;2,137;0,486;1,916;3,3433;0,388;1,147
16.10.2014;0,819;2,577;2,094;2,157;0,482;1,925;3,1925;0,415;1,17
17.10.2014;0,858;2,495;2,188;2,194;0,471;1,949;3,225;0,451;1,226
20.10.2014;0,848;2,593;2,149;2,192;0,483;1,937;3,3075;0,433;1,208
21.10.2014;0,87;2,51;2,171;2,223;0,48;1,963;3,1925;0,437;1,225
22.10.2014;0,87;2,508;2,211;2,217;0,48;1,959;3,2625;0,436;1,226
23.10.2014;0,901;2,501;2,241;2,272;0,473;2,001;3,2583;0,444;1,28
24.10.2014;0,891;2,515;2,23;2,269;0,465;2,011;3,275;0,472;1,265
27.10.2014;0,868;2,551;2,205;2,261;0,469;2,014;3,2983;0,477;1,243
28.10.2014;0,876;2,534;2,235;2,297;0,456;2,027;3,235;0,476;1,194
29.10.2014;0,897;2,503;2,254;2,318;0,461;2,054;3,2952;0,479;1,175
30.10.2014;0,844;2,468;2,224;2,306;0,464;2,044;3,3338;0,452;1,156
31.10.2014;0,84;2,345;2,246;2,336;0,453;2,045;3,2845;0,455;1,181
03.11.2014;0,852;2,412;2,272;2,343;0,453;2,039;3,27;0,462;1,231
04.11.2014;0,806;2,432;2,227;2,334;0,439;2,025;3,3218;0,446;1,183
05.11.2014;0,826;2,428;2,259;2,343;0,466;2,047;3,285;0,445;1,204
06.11.2014;0,826;2,379;2,243;2,387;0,465;2,082;3,247;0,443;1,191
07.11.2014;0,816;2,374;2,201;2,298;0,478;2,025;3,354;0,431;1,182
10.11.2014;0,834;2,348;2,204;2,361;0,45;2,056;3,2815;0,418;1,198
11.11.2014;0,826;2,332;2,235;2,361;0,487;2,056;3,3265;0,403;1,151
12.11.2014;0,809;2,357;2,191;2,372;0,528;2,059;3,3408;0,377;1,138
13.11.2014;0,798;2,374;2,18;2,341;0,497;2,04;3,3478;0,375;1,143
14.11.2014;0,784;2,344;2,115;2,321;0,478;2,031;3,3358;0,378;1,127
17.11.2014;0,801;2,308;2,119;2,341;0,482;2,02;3,2618;0,386;1,132
18.11.2014;0,796;2,323;2,119;2,316;0,508;1,993;3,286;0,384;1,107
19.11.2014;0,848;2,329;2,14;2,36;0,478;2,034;3,2733;0,4;1,14
20.11.2014;0,798;2,303;2,093;2,338;0,468;2,016;3,2738;0,375;1,111
21.11.2014;0,769;2,21;2,047;2,311;0,457;2,005;3,2628;0,368;1,087
24.11.2014;0,78;2,178;2,046;2,307;0,457;1,978;3,2492;0,366;1,096
25.11.2014;0,747;2,137;2,008;2,258;0,447;1,942;3,1962;0,356;1,059
26.11.2014;0,735;2,158;1,979;2,246;0,432;1,933;3,1258;0,336;1,035
27.11.2014;0,7;2,056;1,922;2,246;0,422;1,895;3,1058;0,322;1,009
28.11.2014;0,7;2,031;1,926;2,165;0,416;1,856;3,0258;0,299;1,011
01.12.2014;0,727;2,012;1,897;2,236;0,422;1,894;2,9963;0,308;1,037
02.12.2014;0,741;2,009;1,969;2,293;0,419;1,955;3,1095;0,296;1,066
03.12.2014;0,747;1,981;2,012;2,281;0,431;1,937;3,1013;0,286;1,069
04.12.2014;0,772;2,033;1,987;2,235;0,432;1,906;3,071;0,293;1,073
05.12.2014;0,78;1,975;2,018;2,307;0,416;1,955;3,0395;0,297;1,089
08.12.2014;0,712;1,94;1,96;2,258;0,439;1,894;3,085;0,287;1,05
09.12.2014;0,685;2,033;1,887;2,214;0,414;1,878;3,0295;0,265;1,017
10.12.2014;0,68;2,064;1,909;2,165;0,404;1,83;2,9278;0,244;1,002
11.12.2014;0,676;2,052;1,907;2,163;0,405;1,823;2,8568;0,249;0,997
12.12.2014;0,623;2,062;1,799;2,083;0,391;1,754;2,8918;0,243;0,958
15.12.2014;0,622;1,993;1,8;2,119;0,373;1,782;2,8837;0,256;0,949
16.12.2014;0,595;2,009;1,775;2,06;0,356;1,746;2,8577;0,26;0,915
17.12.2014;0,591;1,959;1,771;2,137;0,358;1,808;2,7778;0,251;0,915
18.12.2014;0,616;1,958;1,869;2,208;0,356;1,865;2,845;0,251;0,966
19.12.2014;0,592;1,951;1,849;2,163;0,351;1,808;2,939;0,24;0,98
22.12.2014;0,6;1,929;1,822;2,159;0,333;1,79;2,8533;0,286;0,988
23.12.2014;0,591;1,941;1,848;2,262;0,333;1,901;2,8308;0,28;0,965
24.12.2014;0,587;1,936;1,88;2,264;0,329;1,905;2,875;0,239;0,964
25.12.2014;0,587;1,936;1,88;2,264;0,31;1,905;2,875;0,239;0,964
26.12.2014;0,587;1,936;1,88;2,251;0,325;1,91;2,875;0,239;0,964
29.12.2014;0,543;1,979;1,816;2,203;0,32;1,832;2,8463;0,299;0,936
30.12.2014;0,539;1,88;1,789;2,188;0,322;1,811;2,7567;0,307;0,92
31.12.2014;0,538;1,877;1,755;2,172;0,322;1,786;2,7395;0,307;0,919
01.01.2015;0,538;1,877;1,755;2,172;0,322;1,786;2,81;0,307;0,919
02.01.2015;0,497;1,739;1,716;2,111;0,322;1,742;2,8697;0,342;0,895
05.01.2015;0,517;1,836;1,669;2,033;0,32;1,687;2,7585;0,271;0,908
06.01.2015;0,445;1,86;1,562;1,941;0,288;1,634;2,7118;0,205;0,9
07.01.2015;0,483;1,902;1,615;1,969;0,297;1,654;2,6813;0,18;0,861
08.01.2015;0,509;1,842;1,645;2,019;0,288;1,705;2,7318;0,199;0,855
09.01.2015;0,491;1,875;1,599;1,946;0,269;1,652;2,7223;0,201;0,821
12.01.2015;0,478;1,81;1,574;1,908;0,269;1,604;2,6923;0,194;0,814
13.01.2015;0,476;1,814;1,584;1,901;0,258;1,598;2,6112;0,188;0,82
14.01.2015;0,423;1,722;1,511;1,856;0,249;1,574;2,5692;0,164;0,784
15.01.2015;0,473;1,735;1,508;1,716;0,248;1,461;2,6737;0,06;0,779
16.01.2015;0,452;1,655;1,533;1,838;0,237;1,534;2,5592;-0,08;0,75
19.01.2015;0,439;1,662;1,526;1,838;0,196;1,514;2,6328;-0,098;0,75
20.01.2015;0,448;1,669;1,533;1,789;0,213;1,485;2,6667;-0,11;0,738
21.01.2015;0,523;1,689;1,505;1,873;0,242;1,431;2,5982;-0,229;0,786
22.01.2015;0,446;1,546;1,516;1,864;0,31;1,419;2,6028;-0,224;0,751
23.01.2015;0,361;1,523;1,477;1,798;0,228;1,444;2,6343;-0,293;0,668
26.01.2015;0,394;1,495;1,512;1,825;0,224;1,462;2,545;-0,205;0,709
27.01.2015;0,381;1,529;1,482;1,824;0,254;1,428;2,5648;-0,108;0,707
28.01.2015;0,352;1,589;1,459;1,722;0,286;1,351;2,6033;-0,044;0,714
29.01.2015;0,358;1,599;1,42;1,752;0,287;1,36;2,4845;-0,056;0,692
30.01.2015;0,302;1,591;1,33;1,642;0,272;1,249;2,4433;-0,075;0,617
02.02.2015;0,312;1,623;1,376;1,665;0,284;1,233;2,4453;-0,167;0,573
03.02.2015;0,344;1,583;1,461;1,792;0,361;1,309;2,2818;-0,174;0,619
04.02.2015;0,365;1,545;1,532;1,752;0,376;1,267;2,4658;-0,136;0,651
05.02.2015;0,365;1,537;1,546;1,821;0,354;1,365;2,4018;-0,13;0,641
06.02.2015;0,374;1,576;1,646;1,958;0,334;1,45;2,4523;-0,083;0,65
09.02.2015;0,354;1,658;1,61;1,978;0,349;1,432;2,5478;-0,095;0,633
10.02.2015;0,369;1,672;1,665;1,998;0,388;1,422;2,5528;-0,015;0,656
11.02.2015;0,354;1,695;1,674;2,018;0,388;1,446;2,5883;0,026;0,629
12.02.2015;0,318;1,649;1,663;1,985;0,391;1,395;2,5348;-0,006;0,525
13.02.2015;0,341;1,603;1,676;2,051;0,419;1,43;2,5013;0,013;0,482
16.02.2015;0,333;1,664;1,686;2,051;0,435;1,43;2,5522;0,064;0,486
17.02.2015;0,37;1,661;1,76;2,139;0,393;1,503;2,5293;0,061;0,497
18.02.2015;0,38;1,621;1,848;2,081;0,405;1,469;2,6017;0,06;0,555
19.02.2015;0,379;1,599;1,822;2,115;0,388;1,469;2,5463;0,055;0,588
20.02.2015;0,365;1,574;1,764;2,113;0,381;1,416;2,5708;0,042;0,62
23.02.2015;0,364;1,493;1,799;2,058;0,378;1,355;2,5823;0,074;0,662
24.02.2015;0,374;1,458;1,762;1,981;0,372;1,32;2,5458;0,059;0,662
25.02.2015;0,324;1,459;1,717;1,97;0,335;1,323;2,4995;0,036;0,639
26.02.2015;0,297;1,342;1,732;2,03;0,338;1,351;2,4195;-0,005;0,621
27.02.2015;0,327;1,329;1,795;1,994;0,329;1,299;2,4595;0;0,699
02.03.2015;0,355;1,346;1,787;2,083;0,34;1,37;2,4947;-0,045;0,717
03.03.2015;0,361;1,398;1,842;2,12;0,371;1,422;2,5487;-0,032;0,746
04.03.2015;0,382;1,389;1,875;2,118;0,403;1,505;2,6353;-0,01;0,769
05.03.2015;0,347;1,303;1,858;2,116;0,399;1,525;2,6248;-0,019;0,791
06.03.2015;0,393;1,314;1,947;2,242;0,391;1,61;2,6363;-0,055;0,829
09.03.2015;0,311;1,277;1,934;2,192;0,426;1,567;2,7388;-0,088;0,78
10.03.2015;0,233;1,216;1,796;2,131;0,463;1,532;2,6763;-0,103;0,722
11.03.2015;0,208;1,125;1,813;2,109;0,414;1,498;2,5887;-0,113;0,729
12.03.2015;0,247;1,125;1,74;2,117;0,383;1,491;2,5145;-0,086;0,656
13.03.2015;0,256;1,147;1,709;2,115;0,402;1,473;2,5503;-0,064;0,608
16.03.2015;0,278;1,179;1,676;2,073;0,411;1,428;2,4792;-0,077;0,599
17.03.2015;0,281;1,265;1,684;2,051;0,418;1,411;2,4728;-0,085;0,607
18.03.2015;0,196;1,305;1,595;1,921;0,361;1,319;2,4543;-0,12;0,443
